ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
4487,50000.0,1,1,3,45,0,0,0,0,0,0,20408.0,16422.0,14388.0,18804.0,23460.0,27870.0,6000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0
13926,240000.0,2,1,2,26,-1,2,-1,-1,0,-1,1611.0,1435.0,2236.0,3166.0,1925.0,3326.0,14.0,2236.0,3166.0,0.0,3326.0,490.0,1
4601,30000.0,1,1,2,26,0,0,-1,-1,-1,-1,27172.0,27000.0,780.0,0.0,30525.0,0.0,1000.0,780.0,0.0,30525.0,0.0,0.0,0
-13713,557150.1596694437,3,7,4,4,9,9,9,9,9,9,309751.2555612417,312034.26495218,-187695.24379171038,268584.5888654537,278719.51552295603,-188744.4855710404,-53572.931336348105,-57135.42935569437,58820.161289039555,-44186.04843858494,-52089.0438850149,-60008.37379428776,1
15652,90000.0,2,2,1,39,1,2,2,2,0,0,90880.0,87502.0,91442.0,89804.0,87213.0,90441.0,0.0,7300.0,1144.0,3265.0,6788.0,0.0,0
8327,180000.0,2,2,1,28,-2,-2,-2,-2,-2,-2,454.0,14213.0,10621.0,3913.0,1707.0,15087.0,14213.0,10628.0,7826.0,1707.0,15087.0,5379.0,0
-15643,684649.7048848438,3,7,4,5,9,9,9,9,9,9,-190768.01637699525,-219735.07535535272,283702.9466345658,284608.48706504557,-150212.39245239703,-181119.52190652527,-49110.4963724172,-67365.16161693544,69161.46209002878,53758.57266360025,60513.815505573584,73641.25010753692,0
3465,340000.0,2,1,2,34,-1,-1,-1,-1,-1,-1,32488.0,42449.0,30042.0,28987.0,13104.0,59204.0,42552.0,30084.0,29033.0,13120.0,59273.0,1241.0,0
27187,200000.0,1,1,2,28,-1,-1,-1,-1,-1,-1,5838.0,2256.0,9552.0,4215.0,3400.0,3286.0,2256.0,9588.0,5135.0,3487.0,3295.0,7791.0,0
2825,200000.0,2,2,1,31,-1,-1,-1,-1,-1,-1,1319.0,4997.0,3635.0,130.0,1209.0,938.0,4997.0,3650.0,130.0,1209.0,938.0,105.0,1
-16936,603292.792465832,3,7,4,5,9,9,9,9,9,9,310105.5769573308,-199605.562658918,296281.6461194875,-196815.56579774193,-171867.32325462502,243280.09873320413,58957.92803550691,-64398.10522682594,68187.5336738229,62782.67253875878,52070.973834175966,-59355.93064900312,0
791,30000.0,2,2,2,51,1,2,2,0,0,0,25382.0,26480.0,25761.0,25964.0,26507.0,27249.0,1800.0,0.0,928.0,960.0,1181.0,967.0,0
19874,500000.0,2,2,1,46,0,0,2,2,0,0,198342.0,212155.0,185142.0,115640.0,78082.0,80588.0,19000.0,5000.0,0.0,5000.0,10000.0,50000.0,0
27023,350000.0,1,2,1,42,0,0,0,0,0,0,195639.0,196554.0,177597.0,181702.0,176253.0,179190.0,7200.0,7000.0,7007.0,7000.0,6500.0,6500.0,0
2945,90000.0,2,1,2,28,0,0,2,2,2,2,87916.0,87459.0,88183.0,91204.0,89687.0,91060.0,5800.0,5400.0,5804.0,0.0,6700.0,0.0,1
20284,60000.0,2,2,1,50,0,0,0,0,0,0,33290.0,32867.0,32638.0,29743.0,26909.0,24955.0,1558.0,1571.0,1344.0,877.0,875.0,3000.0,0
9941,160000.0,1,1,1,51,0,0,0,2,2,2,1380.0,1481.0,2623.0,2457.0,4912.0,3669.0,1331.0,2473.0,0.0,2500.0,0.0,0.0,1
20006,230000.0,2,1,1,45,-1,-1,-1,-1,-1,-1,6348.0,0.0,967.0,0.0,699.0,499.0,0.0,967.0,0.0,699.0,499.0,0.0,1
300,300000.0,1,1,2,34,1,-2,-1,0,-1,-1,0.0,0.0,13001.0,12601.0,19595.0,203.0,0.0,13001.0,0.0,19595.0,203.0,0.0,1
28381,460000.0,2,2,2,33,0,0,-1,-1,-1,-1,8316.0,11672.0,1110.0,1927.0,5621.0,1703.0,6018.0,1110.0,1927.0,5649.0,1703.0,2009.0,0
19823,20000.0,2,2,1,41,0,0,0,0,0,0,20441.0,20245.0,20070.0,20621.0,20347.0,20389.0,1700.0,1700.0,1600.0,700.0,710.0,1001.0,0
-18909,590435.6041142646,3,7,4,1,9,9,9,9,9,9,331580.39197427407,-183483.14928804676,-173904.23850138093,258496.3436116951,256667.55752987834,-194813.25989473157,-48419.08163803955,-67999.84262722945,63102.91312545729,-44221.17111008218,-43356.362892391604,64095.933995797735,0
19025,230000.0,2,2,2,26,0,0,-2,-2,-2,-2,23758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4734,320000.0,1,2,2,52,-1,-1,-1,-1,-1,-1,1122.0,5000.0,396.0,1176.0,396.0,396.0,5000.0,792.0,1176.0,396.0,396.0,39316.0,0
-12449,604993.763464677,3,7,4,4,9,9,9,9,9,9,343467.7172111904,-185494.76005596964,254772.5406711954,-212134.95791089992,-153704.3164545405,258078.84417786114,68446.80362258226,81924.60978198165,74462.56993969198,-45433.84609100533,64551.924158869035,59847.65958438487,0
29864,80000.0,1,1,2,44,0,0,0,0,0,0,77156.0,77494.0,77438.0,67054.0,60270.0,56138.0,3000.0,2734.0,2215.0,4000.0,2036.0,2121.0,0
15751,90000.0,2,1,2,23,0,0,0,0,2,0,60374.0,57829.0,59492.0,68365.0,66832.0,69248.0,3000.0,2600.0,10000.0,0.0,3500.0,4000.0,0
13843,250000.0,1,2,2,45,2,0,0,0,0,0,237510.0,241605.0,240337.0,242803.0,240521.0,245310.0,9076.0,9007.0,9031.0,9000.0,10011.0,9008.0,1
44951,665710.444001498,3,7,4,3,9,9,9,9,9,9,-202902.21273058822,-170924.74611360638,275075.95847224497,-149251.99501903373,248642.97729652902,245594.695384209,63165.90689232951,-74584.95492275541,69461.97891828298,57097.47589289848,-44734.1812816682,-54794.99035023037,0
2933,390000.0,2,1,2,30,0,0,0,0,0,0,86124.0,89129.0,90294.0,92243.0,94186.0,97562.0,4300.0,3437.0,3346.0,3475.0,5000.0,10005.0,0
46613,598781.4170466271,3,7,4,-1,9,9,9,9,9,9,322253.110333816,294698.44292878977,257163.2025982213,-163068.21815090798,243139.42277198922,265271.8153668791,54818.87457578706,-71483.34564979814,-54758.26013518792,62741.0913267481,55965.362567680924,74416.15170065397,0
13236,50000.0,2,2,1,55,0,0,2,0,0,0,37984.0,41234.0,37701.0,28181.0,28711.0,29368.0,3900.0,0.0,1300.0,1100.0,1100.0,1000.0,1
22272,230000.0,2,1,2,33,0,0,0,0,0,0,181532.0,187639.0,193252.0,200648.0,203103.0,207573.0,9000.0,10000.0,12000.0,7130.0,7600.0,8100.0,0
25285,50000.0,2,2,2,22,0,0,0,0,0,0,45417.0,45009.0,44639.0,52198.0,43181.0,31473.0,2000.0,2000.0,10052.0,2000.0,1136.0,2000.0,0
10830,220000.0,2,2,2,27,0,0,0,0,0,0,220588.0,218136.0,177720.0,131874.0,118918.0,110338.0,9000.0,7500.0,4500.0,5000.0,5000.0,3000.0,0
22236,180000.0,2,1,2,29,-1,-1,-1,-1,0,-1,3900.0,222.0,906.0,6101.0,50372.0,1203.0,222.0,908.0,6101.0,48251.0,1207.0,4545.0,0
1797,280000.0,1,2,1,33,0,0,0,0,0,0,207982.0,196055.0,182099.0,185925.0,188224.0,186529.0,8644.0,6445.0,15934.0,7016.0,6753.0,6008.0,0
27521,80000.0,1,1,2,56,0,0,0,0,0,0,89088.0,83558.0,84848.0,63373.0,20324.0,23749.0,3400.0,2983.0,1501.0,5000.0,5000.0,5000.0,1
26371,360000.0,2,2,1,47,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
21319,660000.0,1,1,2,55,-1,0,0,0,0,-2,284334.0,288120.0,325889.0,342408.0,19903.0,20843.0,6486.0,38507.0,20000.0,2000.0,1000.0,345.0,0
19167,110000.0,2,2,1,35,0,0,0,0,0,0,6137.0,7040.0,3861.0,4869.0,4966.0,5070.0,1053.0,1073.0,1081.0,178.0,184.0,185.0,1
7793,20000.0,2,2,1,22,2,2,2,2,2,2,20439.0,20564.0,20479.0,19415.0,20540.0,20903.0,1602.0,900.0,0.0,1800.0,850.0,0.0,1
62,70000.0,1,2,1,39,0,0,0,0,0,-1,70800.0,72060.0,69938.0,16518.0,14096.0,830.0,4025.0,2095.0,1000.0,2000.0,3000.0,0.0,0
44954,577389.8679839622,3,7,4,2,9,9,9,9,9,9,-228334.98339933544,277404.95765047596,310111.2739197209,-187279.81243514264,252540.3170443619,-177597.7156735371,-43568.774243042906,72199.86883952282,74960.19338120913,-48758.537369582824,59346.548552095905,-64888.54331235387,0
12409,80000.0,1,2,1,30,2,0,0,0,2,2,38370.0,39448.0,58788.0,62814.0,61682.0,65644.0,2000.0,20000.0,5000.0,0.0,5010.0,2500.0,1
1672,50000.0,2,2,3,51,0,-1,0,0,0,-2,10571.0,2477.0,3234.0,2904.0,0.0,0.0,2477.0,2904.0,0.0,0.0,0.0,0.0,0
5302,90000.0,1,2,2,30,-1,-1,-1,0,0,-1,370.0,370.0,922.0,552.0,182.0,312.0,370.0,922.0,0.0,0.0,500.0,600.0,0
6146,100000.0,2,3,1,46,0,0,2,2,2,2,91983.0,100538.0,101670.0,98047.0,101891.0,98173.0,11000.0,3700.0,0.0,7500.0,0.0,3800.0,0
8826,20000.0,2,3,3,39,0,0,0,0,0,0,18988.0,15975.0,16579.0,15102.0,16795.0,34457.0,1400.0,4500.0,2500.0,3240.0,3000.0,4000.0,0
7225,140000.0,2,2,1,37,-1,-1,-1,-1,-1,-1,330.0,330.0,330.0,330.0,330.0,947.0,330.0,330.0,330.0,330.0,947.0,2389.0,0
7923,50000.0,1,1,2,30,0,0,0,2,2,2,60762.0,58791.0,59529.0,55405.0,55904.0,52160.0,2300.0,4400.0,0.0,4000.0,0.0,4000.0,1
24919,400000.0,1,1,1,38,-2,-2,-2,-2,-2,-2,23052.0,7754.0,13052.0,12639.0,12315.0,7831.0,8025.0,13972.0,13046.0,13040.0,7923.0,14533.0,0
16616,150000.0,1,2,1,39,1,2,0,0,0,0,9937.0,9629.0,10633.0,10649.0,10570.0,10481.0,0.0,1175.0,1135.0,1000.0,1000.0,1000.0,0
9453,200000.0,2,1,1,44,-1,-1,-1,-1,-1,-1,798.0,4130.0,6952.0,827.0,1426.0,763.0,4150.0,6952.0,827.0,1426.0,763.0,870.0,0
5200,70000.0,2,3,2,24,1,2,2,0,0,0,69346.0,70864.0,68645.0,28929.0,28597.0,28237.0,3200.0,13.0,1008.0,1103.0,1100.0,850.0,0
12818,250000.0,1,2,1,44,-1,0,-1,0,0,-2,4602.0,18382.0,15450.0,1867.0,-1.0,-1.0,5000.0,16000.0,0.0,1.0,0.0,0.0,0
6539,230000.0,2,2,2,28,-1,-1,-1,-2,-1,-1,875.0,375.0,-250.0,-125.0,609.0,362.0,1000.0,0.0,0.0,4000.0,3000.0,9000.0,0
15556,20000.0,1,2,2,37,2,2,2,-1,0,-1,3254.0,2522.0,0.0,780.0,390.0,390.0,2000.0,0.0,780.0,0.0,390.0,1680.0,1
24836,360000.0,1,1,1,39,-1,-1,-1,-1,-1,-1,396.0,396.0,396.0,396.0,396.0,846.0,396.0,396.0,396.0,396.0,846.0,396.0,0
42136,627004.1272154471,3,7,4,1,9,9,9,9,9,9,274078.38019466854,-225797.44974484845,-180742.9125644964,-198492.3757787577,259579.01394605747,-184226.57081123916,60770.84341745192,-57432.99985432424,61138.857887544036,59223.06468992363,58930.5655614556,71381.94871158064,0
29937,130000.0,1,3,2,40,0,0,0,0,0,0,129548.0,129438.0,129388.0,127628.0,64345.0,62373.0,6000.0,6000.0,5161.0,2239.0,3000.0,2291.0,0
25603,160000.0,2,2,2,38,0,0,0,0,0,0,133017.0,125321.0,122044.0,111799.0,92039.0,89536.0,7008.0,6300.0,5000.0,3000.0,2606.0,4006.0,0
11426,250000.0,2,2,1,40,1,2,2,-2,-2,-1,7067.0,998.0,0.0,0.0,0.0,1604.0,4.0,0.0,0.0,0.0,1604.0,0.0,0
29687,360000.0,1,1,2,33,-1,-1,-1,-1,-1,-1,57709.0,23707.0,11850.0,12533.0,7477.0,7718.0,23718.0,11850.0,13898.0,7477.0,7718.0,168350.0,0
16551,220000.0,1,2,1,28,0,0,0,0,0,0,38074.0,43083.0,47051.0,65321.0,83882.0,72812.0,6000.0,5000.0,20012.0,23099.0,10029.0,30019.0,0
-16556,-278972.52656209446,3,7,4,7,9,9,9,9,9,9,-213465.7593160608,-206964.06054672098,-215541.85549895145,-182003.97952319766,266685.4977047344,-190090.35170553706,69290.25061411885,75154.2787227586,73751.1540275031,-45192.343901286236,-42206.81075156803,-62555.52230381013,0
22592,210000.0,2,3,2,36,0,0,0,0,0,0,57605.0,58727.0,59854.0,61330.0,62394.0,63912.0,3000.0,3000.0,2804.0,3000.0,3000.0,2468.0,0
17416,70000.0,2,3,1,43,2,2,0,-1,0,0,85863.0,78125.0,68899.0,69131.0,29289.0,29898.0,0.0,1378.0,70000.0,1185.0,1220.0,1119.0,1
-19375,-341113.79511186597,3,7,4,68,9,9,9,9,9,9,316052.1111308097,-198877.4535065489,312871.64710538095,-184829.80977951136,254292.81868229157,-191495.53907926247,-44784.45354441928,80819.55594399535,75222.03563410719,58601.17388512303,-42238.65843566901,-49559.60505343467,0
12178,80000.0,2,2,2,25,0,0,0,0,0,0,62242.0,28610.0,29425.0,29990.0,29153.0,19863.0,19885.0,1700.0,1169.0,1044.0,717.0,1000.0,0
11560,240000.0,2,2,1,28,1,2,2,2,0,0,210333.0,206332.0,214981.0,194817.0,186895.0,168541.0,0.0,12014.0,0.0,5307.0,5001.0,4505.0,1
47053,556280.843837587,3,7,4,69,9,9,9,9,9,9,305590.39448941493,-197724.7037023051,281874.5725292826,-175467.41863428638,-150481.60889713405,238241.21755450463,69904.15641987383,-59553.52878886592,-51713.509108641476,-41525.21642545407,53327.77468806436,-64451.54160375266,0
18037,160000.0,1,3,2,31,0,0,0,0,0,0,108963.0,105748.0,109050.0,112243.0,114513.0,114902.0,4500.0,5000.0,5000.0,4100.0,4192.0,6000.0,0
26192,80000.0,2,1,2,31,0,0,0,0,0,0,68613.0,69744.0,70313.0,71636.0,52471.0,53316.0,2600.0,3000.0,3000.0,2000.0,2000.0,2454.0,0
43873,-243917.67090833824,3,7,4,-1,9,9,9,9,9,9,-186128.193640867,299341.78457118553,282249.5754833055,254861.4399516814,245304.39942415577,271939.8013568878,-55875.60571959226,-59105.93192344845,-60766.39629991277,-41776.677118409876,51210.48000782114,-56734.46978704075,0
15515,520000.0,1,2,1,34,-1,-1,-1,-1,-1,-1,10000.0,10000.0,10000.0,10317.0,10000.0,126247.0,10000.0,10000.0,10317.0,10000.0,126247.0,4666.0,0
28201,430000.0,2,1,2,36,0,0,0,0,0,0,258212.0,232225.0,237297.0,240682.0,245337.0,242481.0,10500.0,10300.0,9000.0,8541.0,9054.0,8543.0,1
10883,280000.0,2,2,2,26,0,0,0,0,0,0,70219.0,69487.0,85733.0,131138.0,131414.0,130758.0,3165.0,20014.0,50014.0,5015.0,4518.0,4609.0,0
49450,-222078.44352608768,3,7,4,66,9,9,9,9,9,9,-231991.42367461656,-199058.08769952934,291737.60043549497,-175184.28073637767,-189224.4309477976,-155379.68202808354,-51469.28922417561,86408.02692896393,-55896.43535276456,58994.54693834891,-52669.63866188051,70431.25877011816,0
13395,180000.0,2,1,2,30,0,0,0,0,0,0,40311.0,43847.0,50763.0,69026.0,32030.0,33679.0,10000.0,10000.0,23000.0,5000.0,4000.0,3500.0,0
-19342,-276348.42393911787,3,7,4,72,9,9,9,9,9,9,301409.46842608694,298786.22861083946,-181403.89863846858,-186586.55355015292,-192034.49537139272,253762.13405355404,-58660.13429109863,-64786.891084284,-56375.94550296356,-47132.03069710173,-52849.53177027862,69785.64348440747,0
18343,20000.0,2,2,2,21,1,2,2,0,0,0,18455.0,13081.0,12582.0,14255.0,14138.0,16138.0,1327.0,0.0,2000.0,283.0,2000.0,859.0,0
22426,360000.0,2,3,2,37,-1,-1,-1,-1,-1,-1,646.0,0.0,740.0,871.0,1980.0,0.0,0.0,740.0,871.0,1980.0,0.0,0.0,0
10737,300000.0,2,1,1,36,1,2,-1,0,0,-1,5602.0,2700.0,6300.0,8100.0,5400.0,2700.0,0.0,6300.0,5400.0,0.0,2700.0,7150.0,0
46832,-228847.503729795,3,7,4,63,9,9,9,9,9,9,-197831.07255828535,-213515.35581575095,280557.4908866811,294676.6698775997,280160.7571066265,-196841.96703604932,-55907.539139449706,82504.79424266341,-59693.46541256178,-47545.80638447747,-55229.89410776471,76366.36902521628,1
14854,290000.0,1,2,1,39,0,0,0,0,0,0,209265.0,215887.0,220787.0,223810.0,228043.0,234257.0,10000.0,10000.0,8165.0,9000.0,10000.0,7010.0,0
25442,300000.0,2,2,2,25,-2,-2,-2,-2,-2,-2,780.0,390.0,334.0,780.0,2590.0,1490.0,390.0,334.0,780.0,2590.0,1490.0,11813.0,0
-15752,584505.2044271241,3,7,4,3,9,9,9,9,9,9,297074.0231868126,-210545.9837250484,289100.09019333473,-166815.5456423276,234319.01008185846,-141206.6721446676,-46062.156484647545,76604.96096579134,-60434.47254030836,53004.46016996748,55225.07753983768,-63893.87404149446,0
5628,140000.0,2,2,2,36,0,0,0,0,0,0,134183.0,136457.0,97395.0,99249.0,77188.0,71675.0,8144.0,6812.0,5036.0,3000.0,15000.0,10000.0,0
9885,210000.0,2,1,2,26,-1,-1,-1,-2,-1,-1,231.0,1608.0,0.0,0.0,312.0,0.0,1624.0,0.0,0.0,312.0,0.0,0.0,0
598,210000.0,2,3,2,31,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
19371,210000.0,2,3,2,37,1,-1,0,0,0,0,0.0,202.0,4202.0,5152.0,5444.0,5786.0,202.0,4000.0,1208.0,500.0,400.0,5380.0,0
17715,10000.0,2,3,2,50,3,2,2,2,2,2,600.0,600.0,600.0,600.0,600.0,2050.0,0.0,0.0,0.0,0.0,1450.0,0.0,1
16532,50000.0,1,2,2,26,-1,0,0,0,0,0,6945.0,7185.0,3412.0,4158.0,6158.0,2133.0,2000.0,2000.0,1000.0,2000.0,2000.0,2000.0,0
4852,150000.0,2,1,1,37,1,-1,2,2,-2,-1,0.0,1505.0,1333.0,0.0,0.0,1930.0,1505.0,0.0,0.0,0.0,1930.0,0.0,1
1506,350000.0,1,1,1,70,0,0,0,0,0,0,100895.0,70244.0,64839.0,57583.0,45554.0,37063.0,3371.0,2089.0,3008.0,1300.0,1500.0,1372.0,0
1340,50000.0,2,3,1,53,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
46590,-236536.06339520612,3,7,4,63,9,9,9,9,9,9,310381.4002622243,-201516.15571735858,293843.61993581126,-173583.67587043432,224606.81961808357,235008.66503892004,-51077.69600782459,-59067.19076137284,71551.60155158406,-43005.48544923568,-41339.39244013064,73993.66873073627,0
18283,460000.0,1,2,1,55,0,0,-1,0,0,0,5352.0,8240.0,76653.0,75117.0,76616.0,78248.0,3000.0,76653.0,20000.0,2481.0,2600.0,2600.0,0
6639,180000.0,2,3,2,27,1,-2,-2,-1,-1,-2,0.0,0.0,0.0,8081.0,0.0,0.0,0.0,0.0,8081.0,0.0,0.0,0.0,0
648,80000.0,2,2,2,24,0,0,0,0,0,0,77615.0,77303.0,66396.0,55639.0,56873.0,58390.0,3100.0,2586.0,2000.0,2500.0,3000.0,2500.0,0
18841,190000.0,2,2,2,27,2,2,2,2,0,0,3902.0,4686.0,5459.0,6214.0,7104.0,8973.0,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,1
-13732,-307485.476592226,3,7,4,72,9,9,9,9,9,9,291651.51036287984,320172.4775980037,-223251.02756183938,-173699.78323205066,270740.5720166359,269051.06151421147,-58962.974411948824,80855.27104178714,-48682.272762259294,-54187.64398980926,-46969.40225331734,69538.7431819617,0
23582,240000.0,2,1,2,34,2,0,0,0,0,0,5488.0,1788.0,2840.0,3750.0,4750.0,-10.0,1700.0,1090.0,1000.0,1000.0,0.0,0.0,1
11239,180000.0,2,2,1,42,-2,-2,-2,-2,-2,-2,390.0,1260.0,598.0,2056.0,4300.0,1802.0,1260.0,598.0,2056.0,4300.0,1802.0,3691.0,0
-15323,-237571.39123057644,3,7,4,71,9,9,9,9,9,9,320531.84832822846,-210372.52876957913,319814.7649838613,-186446.899276024,-146773.1707498138,-140597.29694955167,55130.014058203036,-59018.74977158848,74296.7265425371,-51127.60360163345,62820.01040016669,76598.55292040427,0
7343,20000.0,2,1,3,51,-1,-1,-1,-1,-1,-1,3680.0,0.0,543.0,780.0,2500.0,0.0,0.0,543.0,780.0,2500.0,0.0,0.0,0
-15066,-257695.51117499138,3,7,4,3,9,9,9,9,9,9,288333.83465074794,-166922.8172990481,-211923.66107937484,248235.97297010446,-145557.07158225536,-145136.51551448868,-56075.45147467762,74628.50454849168,-49723.03803233487,50854.48302321615,59301.789258676305,72958.56403857075,0
20705,280000.0,1,2,1,47,0,0,0,0,0,0,191759.0,189888.0,185018.0,182224.0,184859.0,185412.0,10051.0,10025.0,10009.0,10022.0,10049.0,7005.0,0
5383,40000.0,2,2,1,38,0,0,0,0,0,0,38491.0,36881.0,37968.0,36155.0,36933.0,37666.0,3000.0,2000.0,1500.0,1500.0,1500.0,2000.0,0
2673,30000.0,2,2,2,41,0,-1,-1,0,-1,2,1448.0,1261.0,630.0,240.0,690.0,150.0,1261.0,630.0,0.0,840.0,0.0,780.0,0
4200,230000.0,2,2,1,46,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0
15641,170000.0,2,1,2,40,0,0,0,0,0,0,15442.0,16869.0,21014.0,18517.0,9058.0,5035.0,2000.0,5020.0,2000.0,3000.0,1000.0,464.0,0
43912,618087.9496059017,3,7,4,6,9,9,9,9,9,9,289082.22998019157,-222220.4767025134,287973.82291239774,-161475.76412725146,278245.38059984846,-158238.43253427165,-53733.36718363279,69583.33367063028,66594.55155204833,-42160.1040590024,-44701.1389781694,-57914.45996920316,0
26375,100000.0,2,1,1,39,0,0,0,2,2,2,2998.0,3885.0,7298.0,7032.0,7913.0,7642.0,1100.0,3500.0,0.0,1000.0,0.0,5000.0,1
22193,50000.0,2,2,1,31,0,0,0,0,0,-2,47800.0,50725.0,53518.0,4199.0,0.0,0.0,3725.0,2364.0,2398.0,0.0,0.0,17324.0,1
740,80000.0,2,2,2,25,2,0,0,2,0,0,17330.0,19258.0,23416.0,22768.0,23243.0,23718.0,3000.0,4790.0,0.0,816.0,833.0,2000.0,1
5495,280000.0,1,1,1,34,0,0,0,0,0,0,212968.0,312960.0,373419.0,232919.0,228387.0,235187.0,237000.0,150000.0,10000.0,150000.0,10572.0,7313.0,0
26496,210000.0,2,1,1,52,-1,-1,-1,-2,-1,-1,262.0,738.0,0.0,0.0,1858.0,45.0,738.0,0.0,0.0,1858.0,45.0,3667.0,0
7772,220000.0,1,2,2,30,-2,-2,-2,-2,-2,-2,18301.0,20161.0,24621.0,17125.0,18378.0,1344.0,2026.0,10040.0,1000.0,1253.0,1350.0,4416.0,0
18624,380000.0,2,2,2,27,0,0,0,0,-2,-2,118624.0,118871.0,120550.0,550.0,100.0,550.0,3700.0,3011.0,550.0,100.0,1000.0,736.0,0
18698,320000.0,2,1,2,28,-2,-2,-2,-2,-2,-2,4392.0,11684.0,1127.0,1943.0,13312.0,-5.0,11700.0,1135.0,1952.0,13375.0,5.0,0.0,0
27489,30000.0,1,3,2,53,0,0,0,0,0,0,29683.0,26328.0,27422.0,28307.0,28902.0,29506.0,1426.0,1520.0,1405.0,1000.0,1006.0,1451.0,0
20623,50000.0,1,2,2,32,0,0,0,0,0,2,50240.0,50149.0,50021.0,44924.0,49669.0,42689.0,6000.0,8000.0,3000.0,9000.0,0.0,10000.0,1
26007,300000.0,2,2,2,30,0,0,0,-2,-2,-1,133115.0,41300.0,0.0,0.0,0.0,2538.0,2300.0,0.0,0.0,0.0,2538.0,47473.0,1
21893,180000.0,2,2,1,27,0,0,0,0,0,0,117703.0,116372.0,115445.0,112938.0,109306.0,104106.0,4171.0,4200.0,4000.0,3789.0,3959.0,3300.0,0
9749,90000.0,2,3,1,34,0,0,2,0,0,0,49771.0,52930.0,48683.0,44102.0,35577.0,28500.0,4000.0,0.0,1312.0,1200.0,1070.0,2882.0,0
49388,679228.8900839605,3,7,4,5,9,9,9,9,9,9,335020.16954762675,-222846.63531655996,-173804.5376162651,-206416.43068929823,257969.34575106794,-167954.42680263173,63911.01272572174,-67263.76988176591,65484.37805097094,54767.965758695005,-50557.300700168984,-64394.80091586812,0
611,220000.0,1,1,2,43,0,0,-1,-1,-1,-1,44177.0,25736.0,19292.0,18900.0,13580.0,33150.0,1006.0,32906.0,18900.0,13580.0,33150.0,0.0,0
25375,140000.0,2,3,2,26,0,0,0,0,0,0,33236.0,32971.0,31206.0,31730.0,30535.0,28301.0,1785.0,2012.0,1536.0,837.0,989.0,782.0,0
16245,50000.0,2,3,1,43,0,0,0,0,0,0,3238.0,4672.0,2865.0,3878.0,4809.0,5726.0,1500.0,1056.0,1069.0,1000.0,1000.0,255.0,0
920,90000.0,2,1,2,23,0,0,0,0,0,0,22109.0,25011.0,29230.0,32747.0,38217.0,43744.0,6000.0,5000.0,4000.0,6000.0,8000.0,4000.0,0
3305,220000.0,2,2,2,29,0,0,0,0,0,0,36106.0,33494.0,29518.0,29569.0,28587.0,21201.0,3000.0,3000.0,6000.0,5000.0,1136.0,10000.0,1
13439,60000.0,2,3,1,30,1,2,0,0,0,0,15442.0,16091.0,17512.0,18413.0,19951.0,21454.0,1200.0,2000.0,1500.0,2000.0,2000.0,1300.0,0
20351,360000.0,1,2,2,29,0,0,0,0,-1,0,67273.0,47110.0,39017.0,0.0,6835.0,5562.0,10000.0,5000.0,0.0,6835.0,0.0,2009.0,0
22949,170000.0,2,2,2,44,0,-1,-1,-1,-1,-1,2376.0,2870.0,390.0,590.0,30490.0,4300.0,2870.0,390.0,590.0,30490.0,4300.0,0.0,1
19673,20000.0,2,2,1,34,0,0,0,0,0,-1,5185.0,6547.0,8879.0,10926.0,17536.0,2090.0,2000.0,3000.0,3000.0,7000.0,2090.0,0.0,0
4130,170000.0,2,1,1,52,-1,-1,2,-1,-1,-1,2939.0,5447.0,416.0,7509.0,6387.0,1516.0,3000.0,5.0,7509.0,6387.0,1666.0,3023.0,0
22573,180000.0,2,2,1,48,-1,-1,-1,-1,-2,-2,4498.0,-2.0,760.0,0.0,0.0,245.0,0.0,762.0,0.0,0.0,245.0,884.0,0
9023,60000.0,2,3,1,51,1,-1,-1,-1,-1,-2,0.0,724.0,0.0,785.0,0.0,0.0,724.0,0.0,785.0,0.0,0.0,0.0,0
21604,70000.0,2,1,2,23,-2,-2,-1,0,0,0,-22.0,-11.0,5173.0,6345.0,7083.0,8961.0,0.0,69900.0,1262.0,1000.0,2000.0,1000.0,0
1197,80000.0,2,2,1,45,0,0,0,0,0,0,81841.0,74516.0,69485.0,30396.0,30595.0,29033.0,4100.0,2507.0,2140.0,2000.0,1500.0,1000.0,0
9298,140000.0,1,2,2,30,0,0,0,0,0,0,131026.0,130023.0,76098.0,50419.0,47202.0,43946.0,5006.0,2169.0,1651.0,2122.0,3006.0,2505.0,0
