age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
45,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,thu,542,3,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0
45,admin.,divorced,university.degree,unknown,no,no,telephone,jun,mon,71,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
50,entrepreneur,married,basic.9y,no,yes,no,telephone,jun,fri,82,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
56,blue-collar,single,basic.6y,no,yes,no,telephone,may,fri,346,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
45,management,married,university.degree,no,yes,no,cellular,aug,wed,88,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
30,blue-collar,married,basic.9y,no,yes,yes,telephone,may,fri,117,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0
8,admin.,married,university.degree,no,no,no,cellular,may,thu,1259,12,1631,8,nonexistent,-5.077394978634676,95.59885913633804,-23.291430893927455,-2.198810590762448,5433.698885176809,0
47,services,divorced,unknown,no,yes,no,cellular,aug,tue,113,2,999,1,failure,-1.7,94.027,-38.3,0.899,4991.6,1
29,blue-collar,married,basic.6y,no,no,no,cellular,may,thu,123,4,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
38,admin.,married,university.degree,no,no,no,telephone,nov,thu,71,1,13,1,success,-3.4,92.649,-30.1,0.714,5017.5,1
30,self-employed,single,high.school,no,yes,no,telephone,may,fri,144,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
21,services,single,high.school,no,no,no,cellular,may,tue,68,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0
79,technician,single,professional.course,no,yes,no,cellular,nov,tue,1058,13,1585,8,failure,-5.699864472733798,91.41246608087859,-57.44473547351576,-3.2484067122344054,5435.036111575735,1
30,blue-collar,married,basic.4y,no,no,no,cellular,may,thu,205,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
34,technician,married,professional.course,no,yes,no,cellular,mar,mon,93,1,999,0,nonexistent,-1.8,92.843,-50.0,1.629,5099.1,0
79,blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,jun,mon,1168,10,1677,8,nonexistent,-6.051596800105598,91.76336003413046,-22.85199913944927,-3.0111266041806095,5397.11033139433,0
55,management,married,university.degree,no,yes,no,cellular,nov,wed,99,1,999,1,failure,-3.4,92.649,-30.1,0.716,5017.5,0
38,technician,single,high.school,unknown,yes,yes,cellular,aug,mon,265,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
43,entrepreneur,married,university.degree,no,no,no,cellular,sep,mon,255,1,3,1,success,-1.1,94.199,-37.5,0.882,4963.6,1
60,unemployed,married,basic.6y,no,yes,no,cellular,sep,thu,95,1,3,1,success,-3.4,92.379,-29.8,0.809,5017.5,0
40,blue-collar,married,basic.6y,no,yes,no,cellular,nov,wed,1057,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,1
47,housemaid,single,professional.course,no,yes,no,cellular,apr,tue,100,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
35,technician,divorced,university.degree,no,yes,no,cellular,may,tue,507,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
47,services,married,basic.6y,no,yes,no,cellular,jul,mon,207,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
39,management,married,high.school,no,no,no,telephone,nov,wed,47,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0
44,technician,married,university.degree,no,yes,no,cellular,may,fri,662,2,2,1,success,-1.8,93.876,-40.0,0.682,5008.7,1
31,technician,married,professional.course,no,yes,no,cellular,aug,thu,125,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
40,services,married,high.school,no,yes,no,cellular,apr,thu,228,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
84,retired,divorced,basic.4y,unknown,yes,no,cellular,oct,fri,106,4,999,0,nonexistent,-1.1,94.601,-49.5,0.993,4963.6,0
44,management,married,university.degree,unknown,yes,no,cellular,jul,thu,148,15,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
54,self-employed,married,high.school,no,yes,no,cellular,aug,thu,136,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
36,unemployed,single,high.school,no,yes,no,cellular,jul,wed,148,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
56,management,married,university.degree,no,yes,no,cellular,jul,tue,90,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
44,services,married,high.school,unknown,yes,no,cellular,aug,tue,157,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
53,services,married,unknown,unknown,yes,no,cellular,jul,mon,60,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
44,technician,divorced,professional.course,no,no,no,telephone,may,wed,445,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
36,technician,single,university.degree,no,yes,no,cellular,jun,mon,287,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,1
33,services,married,high.school,no,yes,no,cellular,may,wed,1512,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,1
26,management,single,university.degree,no,no,no,cellular,may,tue,279,2,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,0
42,technician,married,basic.6y,no,no,no,telephone,jun,thu,399,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
36,admin.,married,university.degree,no,yes,no,cellular,jul,wed,570,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1
47,services,married,high.school,unknown,no,no,telephone,jun,wed,311,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
58,retired,married,professional.course,no,yes,no,cellular,aug,wed,406,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
38,services,married,high.school,unknown,no,no,telephone,may,tue,392,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
48,services,divorced,high.school,no,yes,yes,cellular,apr,mon,111,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
56,entrepreneur,married,unknown,no,yes,no,cellular,jul,thu,478,2,999,0,nonexistent,-2.9,92.469,-33.6,1.072,5076.2,1
33,admin.,single,university.degree,no,no,no,cellular,jul,fri,704,1,999,0,nonexistent,-2.9,92.469,-33.6,1.059,5076.2,1
35,admin.,single,university.degree,no,no,yes,telephone,jun,fri,159,9,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
31,technician,single,university.degree,unknown,no,no,cellular,nov,wed,193,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0
38,housemaid,married,basic.9y,no,no,no,telephone,may,wed,92,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
29,self-employed,married,high.school,no,no,no,telephone,may,mon,304,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
34,admin.,single,high.school,no,yes,no,telephone,may,wed,78,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
25,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,201,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
29,technician,single,basic.9y,no,no,yes,cellular,nov,wed,224,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0
25,technician,married,university.degree,no,no,yes,cellular,may,thu,136,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0
37,technician,married,professional.course,no,no,no,telephone,may,tue,34,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
45,admin.,married,university.degree,no,no,no,cellular,aug,tue,632,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
35,admin.,married,high.school,unknown,no,yes,cellular,jul,fri,93,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
46,blue-collar,married,basic.6y,no,yes,no,telephone,may,thu,39,22,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
77,admin.,married,university.degree,no,yes,no,telephone,may,thu,-696,11,347,8,nonexistent,5.262233875873941,95.6951821153341,-57.801261600261306,-3.128612114831377,5410.736921071331,0
43,admin.,married,university.degree,no,yes,no,telephone,jun,tue,411,6,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
25,blue-collar,married,basic.4y,no,no,yes,telephone,jul,thu,1008,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,1
40,technician,married,professional.course,unknown,no,no,telephone,jun,mon,60,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
49,services,married,high.school,no,yes,no,cellular,may,thu,152,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
33,blue-collar,married,high.school,no,yes,no,cellular,may,fri,26,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
52,technician,married,high.school,no,yes,no,telephone,jun,wed,78,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
58,admin.,married,basic.4y,no,no,no,cellular,nov,fri,505,7,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0
33,services,married,university.degree,no,yes,no,telephone,may,tue,119,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
32,blue-collar,single,basic.9y,no,yes,yes,cellular,may,wed,179,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
31,technician,single,professional.course,no,yes,no,cellular,apr,mon,21,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
36,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,207,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
34,admin.,single,high.school,no,yes,no,cellular,nov,mon,725,2,8,2,failure,-3.4,92.649,-30.1,0.722,5017.5,0
32,admin.,single,university.degree,unknown,yes,no,cellular,aug,wed,459,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
34,admin.,married,high.school,unknown,no,no,cellular,may,fri,267,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
40,blue-collar,married,basic.6y,no,no,no,cellular,nov,mon,128,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0
30,admin.,single,university.degree,no,no,no,cellular,nov,thu,278,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0
23,services,single,high.school,no,no,no,cellular,jul,thu,796,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
40,admin.,single,university.degree,unknown,no,no,telephone,jun,tue,99,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
39,technician,married,professional.course,no,yes,no,cellular,may,mon,1046,3,11,1,success,-1.8,92.893,-46.2,1.354,5099.1,1
33,technician,married,professional.course,no,yes,no,telephone,may,tue,219,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
38,unemployed,divorced,high.school,no,no,no,telephone,jul,thu,10,1,999,0,nonexistent,-1.7,94.215,-40.3,0.782,4991.6,0
57,unemployed,married,university.degree,no,yes,no,cellular,nov,fri,48,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0
33,entrepreneur,married,basic.9y,unknown,yes,yes,telephone,nov,mon,292,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
46,technician,married,professional.course,no,yes,no,cellular,apr,thu,369,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
57,retired,married,basic.9y,unknown,no,no,telephone,may,wed,506,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
41,technician,single,professional.course,no,no,no,telephone,may,fri,139,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
45,services,married,basic.4y,no,unknown,unknown,cellular,apr,mon,130,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
34,blue-collar,married,unknown,no,no,yes,cellular,may,wed,106,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
47,housemaid,married,professional.course,no,yes,yes,telephone,jun,mon,132,5,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
46,admin.,divorced,university.degree,unknown,yes,no,cellular,jul,thu,330,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
38,admin.,divorced,university.degree,no,yes,no,cellular,aug,tue,339,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
33,technician,single,university.degree,no,no,no,cellular,nov,mon,69,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
42,self-employed,married,university.degree,no,yes,no,cellular,apr,thu,290,2,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,0
30,technician,single,professional.course,no,yes,no,telephone,may,mon,220,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
44,blue-collar,single,basic.6y,unknown,yes,no,telephone,jun,mon,67,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
31,management,married,university.degree,no,yes,no,cellular,aug,mon,197,2,999,0,nonexistent,-2.9,92.201,-31.4,0.821,5076.2,0
40,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,283,11,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
34,admin.,single,university.degree,no,yes,yes,cellular,aug,tue,265,1,999,1,failure,-2.9,92.201,-31.4,0.883,5076.2,0
47,technician,divorced,high.school,no,no,no,telephone,may,fri,156,5,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0
33,admin.,single,professional.course,no,yes,no,cellular,may,mon,1340,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,1
78,self-employed,married,university.degree,no,yes,no,cellular,aug,thu,1149,-6,1554,8,nonexistent,5.422592385682396,91.56236142851313,-23.01072557051201,-2.6368745322648,4921.6141429641675,0
31,self-employed,single,university.degree,no,yes,no,cellular,jul,fri,85,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
27,unemployed,married,high.school,no,no,no,telephone,jun,tue,327,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
56,services,divorced,high.school,unknown,yes,no,cellular,jul,mon,247,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
30,technician,single,university.degree,unknown,yes,no,cellular,aug,thu,108,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
36,self-employed,divorced,university.degree,no,yes,no,cellular,nov,wed,177,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0
36,technician,married,professional.course,unknown,no,no,cellular,oct,thu,667,1,999,0,nonexistent,-3.4,92.431,-26.9,0.741,5017.5,1
51,blue-collar,divorced,basic.9y,no,yes,no,cellular,may,wed,314,4,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0
47,blue-collar,married,basic.9y,no,no,no,cellular,apr,fri,112,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
33,blue-collar,divorced,basic.6y,unknown,yes,no,telephone,may,tue,226,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
33,technician,divorced,professional.course,no,yes,no,cellular,aug,mon,170,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0
29,services,married,high.school,no,yes,no,cellular,jul,mon,556,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,1
52,blue-collar,unknown,basic.4y,no,no,no,cellular,may,thu,1180,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1
55,retired,married,basic.4y,no,no,no,cellular,jun,tue,130,2,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,0
46,services,married,high.school,no,no,no,cellular,apr,thu,146,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
56,management,married,university.degree,no,no,no,cellular,jul,tue,442,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
47,admin.,married,university.degree,no,yes,yes,cellular,jun,tue,140,1,999,0,nonexistent,-2.9,92.963,-40.8,1.206,5076.2,0
41,technician,divorced,basic.4y,no,yes,no,telephone,jun,fri,128,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
18,student,single,high.school,no,no,no,telephone,nov,thu,75,1,999,0,nonexistent,-0.1,93.2,-42.0,4.245,5195.8,0
36,entrepreneur,married,university.degree,no,no,no,cellular,jul,wed,638,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1
56,blue-collar,married,basic.4y,no,no,no,telephone,may,mon,136,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
51,technician,married,basic.6y,unknown,yes,yes,telephone,may,fri,168,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
80,technician,married,professional.course,unknown,no,no,cellular,apr,fri,1214,13,375,8,nonexistent,-4.77174534155342,91.29897406084841,-55.92971627320339,9.669132685743792,5397.073305090772,0
28,blue-collar,married,basic.4y,no,no,no,telephone,jun,mon,149,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
34,services,married,high.school,no,no,no,telephone,may,wed,122,5,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
34,services,married,high.school,no,no,no,telephone,jun,thu,511,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
57,entrepreneur,divorced,basic.9y,no,yes,no,cellular,may,wed,236,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
51,retired,married,basic.9y,no,yes,no,cellular,jul,tue,109,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
37,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,wed,316,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
57,technician,married,university.degree,no,yes,no,cellular,apr,thu,836,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,1
27,entrepreneur,single,university.degree,no,no,no,telephone,jun,fri,48,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
25,technician,single,university.degree,no,yes,yes,telephone,jun,mon,35,6,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
28,blue-collar,single,basic.9y,no,yes,no,telephone,oct,mon,4,1,999,0,nonexistent,-1.1,94.601,-49.5,0.977,4963.6,0
51,technician,married,professional.course,unknown,no,no,telephone,may,tue,20,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
33,technician,divorced,professional.course,no,no,no,telephone,jun,wed,128,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
34,admin.,married,university.degree,no,no,no,cellular,jul,wed,198,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
44,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,mon,369,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
32,blue-collar,married,basic.9y,no,no,no,cellular,apr,fri,334,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
38,admin.,married,high.school,no,unknown,unknown,cellular,nov,thu,309,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0
57,management,married,university.degree,no,yes,no,cellular,aug,thu,107,4,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0
29,self-employed,married,university.degree,no,no,no,cellular,may,tue,376,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
33,blue-collar,married,high.school,unknown,yes,no,cellular,jul,tue,624,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
59,retired,married,basic.4y,unknown,yes,no,cellular,aug,mon,163,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
36,admin.,married,high.school,no,yes,no,cellular,nov,tue,722,3,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,0
32,blue-collar,married,basic.9y,no,no,yes,telephone,jul,fri,518,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
46,blue-collar,married,basic.4y,unknown,no,yes,telephone,may,fri,28,8,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0
34,technician,divorced,basic.9y,no,no,no,telephone,jun,wed,105,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
24,services,single,basic.9y,no,yes,no,cellular,jul,wed,73,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
35,blue-collar,married,basic.4y,no,yes,no,telephone,may,fri,237,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
40,admin.,married,high.school,no,no,no,cellular,jul,thu,228,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
80,entrepreneur,divorced,high.school,no,yes,no,telephone,may,wed,-588,11,395,8,nonexistent,5.255804958449121,95.61969751732016,-58.384657974641094,10.198580374961875,5444.63106124716,0
54,blue-collar,married,basic.4y,unknown,no,yes,cellular,aug,thu,169,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
52,services,married,high.school,no,yes,no,telephone,jun,tue,168,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
38,management,married,university.degree,no,no,no,telephone,jun,fri,197,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
34,admin.,divorced,university.degree,no,no,no,cellular,aug,tue,267,2,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,1
39,technician,single,professional.course,no,yes,no,cellular,may,wed,115,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
44,management,married,university.degree,no,yes,no,cellular,aug,mon,250,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
39,services,single,professional.course,unknown,yes,no,cellular,may,thu,199,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0
33,admin.,married,university.degree,no,yes,no,cellular,may,thu,167,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
34,admin.,married,high.school,no,yes,no,telephone,may,mon,188,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
36,technician,married,high.school,no,yes,no,cellular,nov,thu,688,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0
36,technician,married,professional.course,no,yes,no,cellular,aug,tue,92,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
44,management,divorced,university.degree,no,yes,no,telephone,jun,mon,96,8,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
48,blue-collar,married,basic.6y,no,yes,no,telephone,may,thu,211,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0
73,admin.,married,university.degree,unknown,yes,no,cellular,jul,mon,1097,13,1678,8,nonexistent,5.5607529118083825,95.56157052765873,-23.43288042028529,-2.091245460770808,4892.50831063853,0
38,blue-collar,divorced,high.school,no,no,no,telephone,jun,tue,329,13,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
39,unemployed,single,basic.6y,no,no,no,telephone,jun,thu,238,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0
33,blue-collar,married,basic.6y,unknown,no,no,telephone,may,wed,229,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
31,technician,single,professional.course,no,yes,no,telephone,oct,tue,54,1,999,1,failure,-1.1,94.601,-49.5,0.982,4963.6,0
74,retired,married,high.school,unknown,yes,no,telephone,may,tue,-767,13,222,8,nonexistent,-5.465472114203094,91.33730474758003,-56.302933471692874,-1.7409295356083796,5405.144275695674,0
60,admin.,single,university.degree,no,yes,yes,cellular,may,thu,107,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0
47,services,divorced,high.school,no,yes,no,telephone,may,wed,370,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
30,technician,married,university.degree,no,no,no,cellular,nov,thu,85,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0
51,technician,married,professional.course,no,yes,no,cellular,aug,wed,300,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
30,technician,single,university.degree,no,yes,yes,cellular,aug,thu,1288,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,1
50,technician,married,professional.course,no,yes,no,telephone,may,fri,855,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,1
37,admin.,single,professional.course,no,no,no,cellular,aug,tue,223,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
41,technician,single,professional.course,no,yes,no,telephone,jun,wed,1255,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,1
23,technician,single,professional.course,no,yes,no,cellular,nov,thu,116,5,9,2,failure,-3.4,92.649,-30.1,0.714,5017.5,0
50,services,divorced,basic.4y,unknown,unknown,unknown,telephone,may,fri,225,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
29,admin.,married,university.degree,no,no,no,cellular,aug,fri,190,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
28,services,single,high.school,no,yes,yes,telephone,sep,fri,5,1,999,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,0
35,management,single,university.degree,no,yes,no,telephone,jun,mon,68,21,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
56,unemployed,divorced,basic.4y,no,no,yes,cellular,oct,fri,363,2,5,3,success,-1.1,94.601,-49.5,0.972,4963.6,1
49,technician,divorced,high.school,no,yes,no,cellular,jul,thu,1171,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
26,unknown,single,basic.9y,no,no,no,cellular,mar,tue,212,1,999,0,nonexistent,-1.8,92.843,-50.0,1.799,5099.1,0
25,services,single,basic.9y,no,yes,no,cellular,jul,wed,197,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
45,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,99,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
25,admin.,single,university.degree,no,no,no,cellular,dec,fri,78,2,999,0,nonexistent,-3.0,92.713,-33.0,0.718,5023.5,0
-1,blue-collar,single,unknown,unknown,no,no,cellular,jul,wed,1058,-7,369,8,nonexistent,5.148718546271227,91.42524942339125,-26.211387193839037,-1.9068448255247086,5426.450442540968,0
51,admin.,divorced,professional.course,no,no,yes,cellular,aug,tue,207,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
46,services,married,high.school,no,yes,no,telephone,may,fri,290,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
4,admin.,married,university.degree,no,no,yes,telephone,jul,mon,1142,-6,313,8,nonexistent,-5.980363573909883,91.33306862355704,-56.33078439206913,-1.678128563662354,4944.5401401142735,0
32,admin.,married,professional.course,no,no,yes,cellular,oct,tue,221,1,6,1,success,-3.4,92.431,-26.9,0.742,5017.5,1
33,admin.,single,university.degree,no,yes,no,cellular,jul,mon,366,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
24,student,single,unknown,no,yes,no,cellular,nov,wed,285,2,3,3,success,-3.4,92.649,-30.1,0.716,5017.5,1
28,blue-collar,single,basic.9y,no,yes,no,cellular,may,wed,294,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
50,blue-collar,married,basic.4y,no,yes,yes,telephone,nov,tue,234,3,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0
30,admin.,married,high.school,no,yes,no,telephone,jun,tue,266,10,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
55,blue-collar,married,basic.9y,no,yes,no,cellular,aug,tue,209,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
