Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0,0.0,0,0.0,8,183.0,0.0,0.00625,0.0,0.0,Dec,2,4,4,1,Returning_Visitor,False,0
0,0.0,0,0.0,2,12.0,0.1,0.1,0.0,0.0,Sep,4,1,1,2,Returning_Visitor,False,0
0,0.0,0,0.0,0,0.0,0.2,0.2,0.0,0.0,Nov,1,1,8,8,Returning_Visitor,False,0
3,32.5,0,0.0,24,603.25,0.0,0.014666667,14.57483754,0.0,Nov,4,2,1,3,Returning_Visitor,False,0
1,11.0,0,0.0,15,175.75,0.0,0.025,0.0,0.0,Nov,1,1,2,2,New_Visitor,False,0
12,-569.8349031744156,25,-477.8984704565094,176,-4786.767234352283,-0.14911727192864854,0.19779760149737224,-53.98195893761803,0.8389681512928174,June,9,14,10,21,Returning_Visitor,False,0
0,0.0,0,0.0,19,483.5833333,0.021052632,0.025789474,0.0,0.2,May,1,1,4,3,Returning_Visitor,False,0
0,0.0,0,0.0,7,1803.666667,0.082142857,0.08,0.0,0.0,Dec,2,5,1,8,Returning_Visitor,True,0
0,0.0,0,0.0,4,90.5,0.1,0.166666667,0.0,0.0,Nov,3,2,1,10,Returning_Visitor,False,0
1,4.0,1,12.0,16,1012.964286,0.011764706,0.023529412,0.0,0.0,Dec,2,2,7,10,Returning_Visitor,False,0
7,311.1361111,0,0.0,36,1699.073611,0.010087719,0.035614035,133.2813786,0.0,Dec,3,2,1,13,Returning_Visitor,False,0
4,49.5,0,0.0,4,180.5,0.028571429,0.028571429,0.0,0.0,Dec,3,2,6,10,Returning_Visitor,False,0
1,30.0,0,0.0,16,597.6,0.0,0.0125,0.0,0.0,Mar,1,1,3,2,Returning_Visitor,False,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,2,2,4,3,Returning_Visitor,False,0
0,0.0,0,0.0,4,570.2,0.0,0.05,0.0,0.0,Jul,2,2,9,1,Returning_Visitor,False,0
0,0.0,0,0.0,3,0.0,0.2,0.2,0.0,0.2,May,3,2,1,4,Returning_Visitor,False,0
3,39.2,0,0.0,12,209.0,0.0,0.02,0.0,0.0,Sep,2,5,6,2,Returning_Visitor,False,0
4,131.0,1,0.0,39,1752.942857,0.020075188,0.03374269,0.0,0.2,May,1,1,3,4,Returning_Visitor,False,0
8,279.2666667,0,0.0,16,453.4,0.0,0.011403509,0.0,0.0,Jul,3,2,8,4,Returning_Visitor,False,0
13,792.1854870654159,25,568.1753255611484,186,-4706.410152521994,0.17143016677186745,0.2227498195036473,70.73624435666025,-0.5779712143556683,Dec,9,14,10,21,Returning_Visitor,True,0
14,749.1674412798732,25,524.9524180308706,169,7231.492101643035,-0.12513784725714666,0.1963551829020919,-57.91767933288322,0.8304763081043516,Mar,9,14,10,21,Returning_Visitor,True,0
0,0.0,2,47.0,32,898.8333333,0.068571429,0.102285714,0.0,0.0,May,3,2,4,1,Returning_Visitor,False,0
2,175.2,0,0.0,60,1635.466667,0.006557377,0.014754098,0.0,0.0,Nov,2,5,7,3,Returning_Visitor,False,0
0,0.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,Dec,3,2,4,1,Returning_Visitor,False,0
4,102.5555556,2,79.5,133,3713.580105,0.003381995,0.015889736,28.03795985,0.0,Nov,3,2,1,6,Returning_Visitor,True,0
1,11.0,0,0.0,26,651.0666667,0.0,0.016666667,0.0,0.0,Nov,4,2,1,3,Returning_Visitor,False,0
0,0.0,0,0.0,60,2606.779545,0.006666667,0.021944444,0.0,0.0,Dec,2,2,3,2,Returning_Visitor,False,0
4,46.4,0,0.0,3,25.2,0.0,0.0,0.0,0.0,Oct,3,2,1,20,Returning_Visitor,False,0
6,413.4996124,0,0.0,83,6072.032391,0.007058824,0.024023709,1.240071108,0.0,Nov,3,2,8,1,Returning_Visitor,True,1
4,302.5,0,0.0,15,257.1666667,0.05,0.04875,0.0,0.0,Dec,3,2,7,3,Returning_Visitor,False,0
1,0.0,0,0.0,34,2161.979365,0.00625,0.020233586,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,False,0
13,759.4493825949049,25,-514.0885253959887,175,8695.470648437324,0.19561645319117363,-0.12071573031485969,-61.46456764688283,0.7082463366686722,Sep,9,14,10,21,New_Visitor,False,1
1,10.5,3,264.75,195,10044.75756,0.005025126,0.023180221,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,False,0
0,0.0,0,0.0,16,676.75,0.014285714,0.035714286,0.0,0.0,Mar,4,2,1,3,Returning_Visitor,False,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Nov,3,2,4,3,Returning_Visitor,False,0
2,107.0,0,0.0,3,56.0,0.0,0.04,0.0,0.0,Mar,1,1,3,2,New_Visitor,False,0
0,0.0,0,0.0,15,1674.0,0.0,0.04,0.0,0.0,Mar,2,2,4,1,Returning_Visitor,False,0
0,0.0,0,0.0,12,892.0833333,0.016666667,0.045833333,0.0,0.0,Dec,2,2,6,2,New_Visitor,False,0
-10,-471.99578120996614,25,-397.62179060330527,-136,-4711.976359368617,0.18848697740155562,-0.1075557961629178,75.9386674240663,-0.6413677015472842,Aug,9,14,10,21,Returning_Visitor,False,1
0,0.0,0,0.0,41,451.7142857,0.007692308,0.018376068,0.0,0.0,Nov,2,2,6,11,Returning_Visitor,False,0
1,47.5,0,0.0,10,1202.875,0.0,0.025454545,0.0,0.0,Dec,1,1,8,3,Returning_Visitor,False,0
-8,-536.4043747975953,25,539.2269000100137,-140,-5475.52657138826,0.176107513511633,0.1997183719094542,-52.73043375240891,0.7356760259982179,Mar,9,14,10,21,Returning_Visitor,False,0
0,0.0,0,0.0,19,620.0333333,0.0,0.007894737,0.0,0.0,Feb,1,1,4,2,Returning_Visitor,False,0
5,96.25,0,0.0,26,1222.333333,0.0,0.006451613,42.95612903,0.0,May,2,2,1,1,Returning_Visitor,False,1
-9,757.8227303765735,25,571.200320701014,-137,-5696.771764417561,-0.13250887573789313,0.20598890242871484,-49.7514075515274,-0.6511972585765122,Dec,9,14,10,21,Returning_Visitor,False,0
0,0.0,0,0.0,3,19.0,0.066666667,0.133333333,0.0,0.0,Nov,2,5,3,10,Returning_Visitor,False,0
9,298.6666667,0,0.0,27,1084.5,0.0,0.010784314,22.96411765,0.0,Mar,2,2,1,8,New_Visitor,False,0
4,26.0,0,0.0,22,1671.375,0.018333333,0.040555556,0.0,0.0,Nov,2,2,3,8,Returning_Visitor,False,0
3,62.9,1,0.0,30,647.518523,0.0,0.010437463,13.73292849,0.0,Jul,2,2,3,1,Returning_Visitor,True,1
0,0.0,0,0.0,26,745.1666667,0.0,0.020833333,0.0,0.0,May,2,2,4,2,Returning_Visitor,False,0
15,626.788297471752,25,-423.2583129842253,-132,-5516.604220252809,-0.13123845381295443,-0.14572526341873926,67.97838499496392,-0.70563980393713,Dec,9,14,10,21,New_Visitor,False,1
3,90.6,0,0.0,21,608.3033333,0.0,0.026666667,0.0,0.0,Sep,2,2,3,2,Returning_Visitor,False,0
-8,786.2918159657653,25,495.9923794316198,185,-4544.586925473532,-0.14681703810261781,-0.13519596861544786,79.97471674688086,0.7715217585204837,Aug,9,14,10,21,Returning_Visitor,False,1
7,172.0595238,0,0.0,104,5155.351132,0.006893004,0.031570985,8.805138964,0.0,Nov,2,5,1,1,Returning_Visitor,False,0
0,0.0,0,0.0,37,607.4666667,0.0,0.002777778,39.97777778,0.0,May,1,1,1,2,Returning_Visitor,True,1
4,65.6,0,0.0,25,575.8166667,0.0,0.007142857,0.0,0.0,Nov,2,4,2,20,Returning_Visitor,True,0
-8,719.216156931877,25,527.3333029994276,-100,-6035.000725326329,-0.1630885604950366,0.19773523828685233,-57.70534871715989,0.8528684343341821,Dec,9,14,10,21,Returning_Visitor,False,0
0,0.0,0,0.0,3,0.0,0.2,0.2,0.0,0.0,Nov,1,1,6,6,Returning_Visitor,False,0
8,318.8012821,3,164.0,107,4447.110508,0.001169591,0.013146819,0.0,0.0,Nov,2,2,1,3,Returning_Visitor,False,1
2,73.75,0,0.0,20,546.669697,0.0,0.004393939,0.0,0.0,Oct,2,2,1,2,Returning_Visitor,False,0
0,0.0,0,0.0,4,29.0,0.1,0.125,0.0,0.8,May,2,2,2,4,Returning_Visitor,False,0
4,120.9,0,0.0,7,534.0,0.0,0.02962963,0.0,0.0,Aug,2,2,7,2,Returning_Visitor,False,0
0,0.0,0,0.0,4,538.0,0.0,0.075,0.0,0.0,Mar,1,1,4,3,Returning_Visitor,True,0
0,0.0,0,0.0,24,805.0,0.0,0.008695652,53.988,0.0,May,2,2,1,2,New_Visitor,True,1
6,57.25,0,0.0,36,1930.410714,0.0125,0.018083333,21.39566828,0.0,Nov,1,1,1,2,Returning_Visitor,False,1
1,29.33333333,0,0.0,6,330.4166667,0.0,0.023809524,0.0,0.0,Dec,3,3,4,8,New_Visitor,False,0
0,0.0,0,0.0,2,697.5,0.0,0.1,0.0,0.0,Dec,4,1,3,1,Returning_Visitor,False,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Dec,2,2,2,1,Returning_Visitor,False,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,June,1,8,1,1,Returning_Visitor,False,0
0,0.0,1,0.0,48,783.6944444,0.012244898,0.01877551,0.0,0.0,Dec,2,2,3,2,Returning_Visitor,False,0
15,-541.9402547704294,25,-440.8424884041389,-111,-5505.4931214039725,-0.13606724422368452,-0.11542248969206448,75.59010908073024,-0.6148771582509155,Jul,9,14,10,21,Returning_Visitor,False,0
0,0.0,3,16.0,35,1621.766667,0.007894737,0.040131579,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,True,0
0,0.0,0,0.0,7,340.5,0.0,0.028571429,0.0,0.0,Nov,2,4,4,2,New_Visitor,True,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,1,1,1,3,Returning_Visitor,False,0
1,95.5,0,0.0,7,381.5,0.0,0.025,0.0,0.0,Mar,1,1,3,2,Returning_Visitor,True,0
12,-542.6698109701166,25,-469.4325502847884,-104,-5922.370044718416,-0.1268102558863089,-0.1255422615559571,-63.82419102423539,-0.7154974863450102,Mar,9,14,10,21,Returning_Visitor,False,0
0,0.0,0,0.0,25,686.5,0.016,0.032,0.0,0.0,Dec,2,2,7,1,Returning_Visitor,True,0
3,53.0,0,0.0,63,2461.25,0.0,0.005729167,0.0,0.0,May,2,2,8,3,New_Visitor,False,0
12,684.5970915584628,25,540.7464418432496,172,-4675.332292527013,-0.14275096337676296,0.22543657234568937,71.57302942599925,0.8128556039768203,Jul,9,14,10,21,Returning_Visitor,False,0
3,377.0,0,0.0,14,634.0,0.0,0.013333333,0.0,0.0,May,1,1,8,15,New_Visitor,True,0
4,73.75,1,58.0,12,777.5,0.0,0.015555556,10.782,0.0,Mar,2,2,1,2,Returning_Visitor,True,1
0,0.0,0,0.0,14,999.0,0.0,0.023076923,8.482951523,0.0,Dec,2,2,3,6,Returning_Visitor,False,1
-7,669.1364115118306,25,-441.5719658159398,177,7433.117401001919,-0.16000728631353625,-0.12280206841492243,-66.70505379037448,-0.5531059824086361,Nov,9,14,10,21,Returning_Visitor,False,0
0,0.0,0,0.0,13,252.0,0.0,0.061538462,0.0,0.0,May,2,2,8,3,Returning_Visitor,False,0
1,8.1,0,0.0,16,2227.8,0.0,0.021428571,0.0,0.0,Sep,2,2,1,5,New_Visitor,False,1
0,0.0,0,0.0,31,3888.166667,0.02,0.031111111,0.0,0.0,Mar,2,4,3,1,Returning_Visitor,False,0
0,0.0,0,0.0,2,15.0,0.0,0.1,0.0,0.0,Nov,2,2,1,1,Returning_Visitor,False,0
1,10.0,0,0.0,27,548.2833333,0.003703704,0.025308642,0.0,0.0,Dec,2,4,9,2,Returning_Visitor,False,0
11,92.10151515,0,0.0,69,2183.007024,0.008552632,0.032956586,0.0,0.0,Jul,2,2,5,6,Returning_Visitor,False,0
3,72.5,4,148.0,24,377.5,0.006666667,0.02,0.0,0.6,May,1,1,1,3,Returning_Visitor,False,0
8,176.25,1,141.0,20,651.7658974,0.0,0.009230769,19.13285864,0.0,Nov,2,2,4,2,Returning_Visitor,False,1
0,0.0,0,0.0,17,390.7738095,0.0,0.025,0.0,0.0,Nov,1,1,3,3,New_Visitor,True,0
0,0.0,0,0.0,11,887.0,0.054545455,0.096969697,0.0,0.0,Nov,2,5,3,1,Returning_Visitor,False,0
0,0.0,0,0.0,6,42.0,0.033333333,0.05,0.0,0.0,Nov,2,2,9,3,Returning_Visitor,False,0
5,327.4,0,0.0,86,2806.846825,0.001532567,0.004061303,0.0,0.0,Oct,3,2,9,3,Returning_Visitor,True,0
4,76.16666667,0,0.0,10,182.1666667,0.0,0.018181818,0.0,0.4,May,3,2,1,1,Returning_Visitor,False,0
-10,-538.7337095828082,25,511.5006775481894,-117,-4673.372683930607,-0.1261594412015762,-0.12011901019669632,67.10065471702322,0.805999757207225,Oct,9,14,10,21,Returning_Visitor,False,0
1,8.0,0,0.0,47,1459.576667,0.010416667,0.017638889,0.0,0.0,Oct,1,1,3,3,Returning_Visitor,False,0
1,32.7,0,0.0,27,687.1966667,0.0,0.019393939,0.0,0.0,Nov,3,2,1,1,Returning_Visitor,False,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,2,2,1,3,Returning_Visitor,False,0
0,0.0,0,0.0,4,186.25,0.05,0.066666667,0.0,0.0,Nov,3,2,3,2,Returning_Visitor,False,0
8,249.0,1,36.33333333,31,1124.916667,0.0,0.014672365,18.08584615,0.0,May,2,4,5,5,New_Visitor,False,1
0,0.0,0,0.0,32,2180.933333,0.00625,0.032291667,0.0,0.0,Dec,4,2,3,1,Returning_Visitor,False,0
3,1178.6,4,124.8,18,1716.373333,0.008333333,0.016666667,0.0,0.0,Jul,2,5,6,1,Returning_Visitor,False,0
0,0.0,0,0.0,18,432.7666667,0.0,0.027777778,0.0,0.0,Oct,3,2,1,2,Returning_Visitor,False,0
0,0.0,0,0.0,14,433.8333333,0.039285714,0.092857143,0.0,0.0,May,2,4,2,4,Returning_Visitor,True,0
0,0.0,0,0.0,18,902.0,0.0,0.007407407,0.0,0.0,Feb,2,7,2,4,Returning_Visitor,False,0
16,254.253245,3,223.15,221,6606.726779,0.005533063,0.016561375,4.083948025,0.0,Oct,4,1,4,1,Returning_Visitor,False,1
0,0.0,0,0.0,12,315.7797619,0.016666667,0.025,0.0,0.0,Nov,1,1,9,2,Returning_Visitor,True,0
14,-506.71363863709985,25,467.488554697908,174,-6391.996446767373,-0.15885404227156782,0.23628578949009693,-52.45359881798107,0.6801089059855808,May,9,14,10,21,New_Visitor,False,0
0,0.0,0,0.0,2,11.0,0.0,0.1,0.0,0.0,Jul,2,2,1,1,Returning_Visitor,True,0
6,93.3,0,0.0,70,2678.055238,0.0,0.005868545,0.0,0.0,Jul,2,2,1,2,Returning_Visitor,True,0
0,0.0,0,0.0,8,376.3333333,0.0,0.028571429,53.988,0.0,May,2,2,2,4,Returning_Visitor,True,1
2,6.0,0,0.0,42,1503.25,0.001550388,0.031007752,0.0,0.0,Mar,2,2,6,1,Returning_Visitor,False,0
-9,698.1442839886126,25,-402.7289880855401,-99,-6097.246078878576,-0.14680098739866074,-0.11381668307483628,72.5051564585213,-0.6174122192797349,Dec,9,14,10,21,Returning_Visitor,True,0
0,0.0,0,0.0,2,57.0,0.0,0.1,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,True,0
0,0.0,0,0.0,10,253.5,0.0,0.022222222,63.588,0.0,Mar,1,1,1,2,New_Visitor,True,1
2,32.0,1,70.0,16,504.0833333,0.005714286,0.019047619,9.543060317,0.0,Mar,2,2,3,8,Returning_Visitor,False,0
14,658.1825550605893,25,-456.4841864206127,-119,-4580.407138517786,-0.13759241266906483,0.1931971694169161,71.43525838531136,0.7124172811328537,May,9,14,10,21,Returning_Visitor,False,0
0,0.0,0,0.0,23,1434.908333,0.0,0.030952381,0.0,0.0,Dec,1,1,1,2,Returning_Visitor,False,0
0,0.0,0,0.0,5,62.5,0.0,0.04,0.0,0.0,Nov,2,2,1,8,New_Visitor,False,0
0,0.0,0,0.0,25,1131.8,0.024,0.033142857,0.0,0.0,June,1,1,4,1,Returning_Visitor,True,0
1,67.4,0,0.0,18,297.5,0.031578947,0.040350877,0.0,0.0,Oct,2,2,3,4,Returning_Visitor,False,0
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,Mar,2,2,6,1,Returning_Visitor,False,0
-9,629.4602013660358,25,-400.8481056118476,-108,7982.648883449352,0.19222466780768052,0.23803565942250346,-49.8030564840131,0.7556522295128516,Nov,9,14,10,21,Returning_Visitor,False,1
5,64.9,0,0.0,21,1922.15,0.0,0.009333333,60.62885042,0.0,Nov,3,2,1,2,New_Visitor,False,1
1,3.5,0,0.0,11,332.5,0.0,0.011111111,0.0,0.2,May,2,2,2,2,Returning_Visitor,False,0
2,64.75,0,0.0,44,1157.97619,0.0,0.013953488,0.0,0.0,Nov,2,2,1,10,Returning_Visitor,False,0
0,0.0,0,0.0,15,372.0833333,0.0,0.04,0.0,0.0,Nov,2,2,1,2,New_Visitor,True,0
0,0.0,0,0.0,57,1234.5,0.001724138,0.020689655,0.0,0.0,Nov,2,7,2,2,Returning_Visitor,True,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Oct,1,1,1,1,New_Visitor,True,0
0,0.0,0,0.0,10,466.75,0.0,0.028571429,0.0,0.0,May,3,2,1,4,Returning_Visitor,True,0
-9,622.8368857020497,25,-419.75270536890815,203,-4555.286677249113,0.21198946668286436,-0.13917704464957217,63.133228601562614,0.7538666398829842,Mar,9,14,10,21,Returning_Visitor,False,0
-8,-498.394333192726,25,-526.0636359328622,-132,8459.990002835464,0.20338555354719656,-0.11165283892149575,-52.794818577920175,-0.7068264082072026,Mar,9,14,10,21,Returning_Visitor,False,0
0,0.0,0,0.0,9,205.5,0.0,0.004444444,0.0,0.0,Nov,8,1,1,3,Returning_Visitor,False,0
0,0.0,0,0.0,9,145.0,0.066666667,0.122222222,0.0,0.8,May,3,2,1,13,Returning_Visitor,False,0
-9,-521.1248810131971,25,483.3333315259678,-102,-6413.7031841879225,0.20596729664466626,0.2294338627703452,-57.04224821391261,-0.6737582692522605,Nov,9,14,10,21,Returning_Visitor,True,0
-10,-621.2623113870061,25,-530.335258660637,198,-4684.759293354749,0.2047854960463686,-0.10510077811447789,78.62751548865457,-0.7366364703961747,Dec,9,14,10,21,New_Visitor,True,1
13,428.0222222,2,11.0,133,10338.67177,0.00027604,0.017657266,22.97507587,0.0,June,2,2,1,4,Returning_Visitor,False,0
0,0.0,0,0.0,4,352.0,0.1,0.15,0.0,0.8,May,2,2,1,13,Returning_Visitor,False,0
0,0.0,0,0.0,4,57.66666667,0.0,0.025,0.0,0.0,Nov,3,2,1,2,Returning_Visitor,False,0
0,0.0,0,0.0,16,1061.0,0.0,0.025,0.0,0.6,May,2,4,1,3,Returning_Visitor,False,0
6,102.0,0,0.0,11,501.5,0.0,0.007142857,0.0,0.0,Nov,4,1,1,8,New_Visitor,False,0
1,63.0,0,0.0,9,265.25,0.0,0.004,0.0,0.0,May,1,1,4,2,Returning_Visitor,True,0
0,0.0,0,0.0,11,316.6666667,0.0,0.027272727,0.0,0.8,Feb,2,2,2,1,Returning_Visitor,False,0
15,304.5833333,0,0.0,33,761.2233333,0.007619048,0.020793651,0.0,0.0,Oct,3,2,1,3,Returning_Visitor,True,0
0,0.0,0,0.0,6,157.5,0.0,0.016666667,0.0,0.0,Nov,2,2,7,13,Returning_Visitor,False,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,June,2,4,3,4,New_Visitor,False,0
8,287.7,0,0.0,20,531.56,0.0,0.012121212,0.0,0.0,Oct,2,2,9,20,New_Visitor,False,0
-8,740.6460020906774,25,500.99848458817854,179,-5916.078168209593,0.2017514611901078,0.2323114813903885,73.84299118198683,0.7042040990459983,May,9,14,10,21,New_Visitor,False,0
5,105.5,0,0.0,32,1403.541667,0.0,0.00125,0.0,0.0,Dec,8,13,9,20,Other,False,0
3,72.4,0,0.0,3,86.6,0.0,0.033333333,0.0,0.0,June,1,1,7,3,Returning_Visitor,True,1
15,382.3466667,2,21.6,32,1718.387778,0.004761905,0.01038961,0.0,0.0,Aug,3,2,1,2,Returning_Visitor,True,0
-7,753.5260200838283,25,464.8548978553368,205,-5339.377231116536,0.21487527417596713,-0.1421473540545223,67.64957849542074,0.8487797324978626,May,9,14,10,21,Returning_Visitor,True,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,2,2,6,4,Returning_Visitor,False,0
1,56.4,1,14.2,24,1183.826667,0.0,0.005128205,0.0,0.0,Jul,2,2,8,2,New_Visitor,True,0
14,621.6824129085325,25,562.8535383611267,-124,8190.7143191348105,-0.15469101344480732,-0.11546392078316181,-57.49525901623315,0.8565707536221809,Nov,9,14,10,21,Returning_Visitor,False,0
7,154.0,3,248.1666667,34,886.4791667,0.0,0.005128205,77.801588,0.0,Dec,2,2,1,2,New_Visitor,False,1
0,0.0,0,0.0,3,164.0,0.0,0.1,0.0,0.0,May,3,2,1,3,Returning_Visitor,False,0
1,30.2,2,30.7,25,348.0611111,0.014814815,0.03037037,0.0,0.0,Oct,3,2,7,1,Returning_Visitor,False,0
5,256.1,2,99.7,4,417.4,0.0,0.01,0.0,0.0,Sep,1,1,6,2,New_Visitor,False,0
7,76.15,0,0.0,67,1553.696667,0.008571429,0.019047619,0.68291229,0.0,June,2,2,2,13,Returning_Visitor,False,0
1,5.0,0,0.0,44,630.3166667,0.025,0.044223485,0.0,0.0,May,2,2,6,3,Returning_Visitor,False,0
0,0.0,0,0.0,5,134.0,0.02,0.026666667,0.0,0.0,May,1,2,2,2,Returning_Visitor,True,0
0,0.0,0,0.0,6,34.33333333,0.033333333,0.05,0.0,0.6,May,2,2,2,3,Returning_Visitor,False,0
4,34.4,0,0.0,12,189.4333333,0.0,0.014285714,0.0,0.0,Sep,2,10,4,4,New_Visitor,False,0
15,-492.186726601963,25,569.3368815740872,183,7609.830214920113,0.2145447312274072,-0.13062813826792402,-52.983366750082084,-0.6779592413677685,Nov,9,14,10,21,New_Visitor,False,0
0,0.0,0,0.0,11,272.0,0.0,0.016666667,0.0,0.8,May,2,2,4,4,Returning_Visitor,False,0
2,112.0,0,0.0,9,198.8333333,0.0,0.006060606,0.0,0.0,Mar,3,2,3,2,New_Visitor,True,0
0,0.0,0,0.0,10,174.0833333,0.06,0.07,0.0,0.0,Nov,2,2,9,1,Returning_Visitor,True,0
0,0.0,0,0.0,12,1653.6,0.016666667,0.027777778,0.0,0.0,Jul,3,2,4,3,Returning_Visitor,False,0
12,-609.4011706965928,25,529.7288306359238,186,-6383.860084241996,-0.1558854526785706,0.2077372986281779,79.33826180408731,-0.6371204579881381,Mar,9,14,10,21,Returning_Visitor,True,1
-9,682.395040670098,25,504.2486636513152,-130,-5983.319033816815,0.17476725521654243,0.22480185671557837,62.01816091114273,0.7284149160779104,Jul,9,14,10,21,Returning_Visitor,True,0
7,103.6,0,0.0,72,1933.559259,0.005333333,0.026377261,7.806338478,0.0,Sep,2,2,6,2,Returning_Visitor,False,0
4,51.2,0,0.0,11,1297.25,0.014285714,0.054761905,18.65904914,0.0,Oct,2,2,2,4,Returning_Visitor,False,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,3,2,3,13,Returning_Visitor,False,0
0,0.0,0,0.0,3,135.0,0.0,0.066666667,0.0,0.0,Feb,2,4,3,3,Returning_Visitor,False,0
13,-572.1806262121247,25,591.9708839308714,-101,7439.798706295788,0.17041015644717356,0.20441341344841255,79.27755637172599,0.8069837155182888,Sep,9,14,10,21,Returning_Visitor,False,1
3,20.5,0,0.0,38,1806.558333,0.005128205,0.026495726,7.150073241,0.0,Nov,2,2,6,13,Returning_Visitor,False,0
0,0.0,0,0.0,41,4006.352857,0.009756098,0.014634146,48.99526482,0.0,Aug,2,2,7,2,Returning_Visitor,False,1
10,1222.4,0,0.0,26,2988.883333,0.0,0.002903226,0.0,0.0,Sep,2,2,1,2,Returning_Visitor,False,0
0,0.0,0,0.0,7,87.71428571,0.042857143,0.089285714,0.0,0.0,Mar,3,2,1,3,Returning_Visitor,False,0
21,157.8883333,3,84.8,170,3888.278636,0.0,0.004514952,0.0,0.0,Nov,2,2,7,2,Returning_Visitor,False,0
1,76.0,0,0.0,19,1263.333333,0.011764706,0.023529412,60.34235294,0.6,May,2,2,1,3,Returning_Visitor,False,1
0,0.0,0,0.0,12,402.1666667,0.041666667,0.065,0.0,0.0,Mar,3,2,2,1,Returning_Visitor,False,0
3,38.16666667,0,0.0,5,77.66666667,0.0,0.0125,0.0,0.0,May,1,1,5,3,Returning_Visitor,False,0
5,211.05,0,0.0,75,3275.113333,0.0,0.009824561,29.61151281,0.0,Aug,4,1,1,3,Returning_Visitor,False,1
2,48.5,0,0.0,77,1069.97381,0.002531646,0.012466437,0.0,0.0,Dec,2,2,3,2,Returning_Visitor,False,0
0,0.0,0,0.0,14,1049.05,0.0,0.016666667,0.0,0.0,Nov,3,2,1,20,Returning_Visitor,False,0
0,0.0,1,55.0,9,936.8333333,0.0,0.022222222,53.25533333,0.0,Mar,1,1,1,2,Returning_Visitor,True,1
2,107.4,2,96.7,32,833.325,0.024509804,0.035882353,0.0,0.0,Jul,3,2,4,1,Returning_Visitor,False,1
0,0.0,0,0.0,26,664.85,0.026923077,0.066666667,0.0,0.0,Dec,2,10,7,1,Returning_Visitor,True,0
3,16.0,0,0.0,63,3908.754762,0.0,0.001587302,1.298232174,0.0,Aug,4,1,6,4,Returning_Visitor,False,0
-9,701.6327757942953,25,-393.15948703010463,185,-5465.495132328088,0.206424572685449,0.1990210453050157,-57.405513135213056,-0.545242463125629,Feb,9,14,10,21,Returning_Visitor,True,1
0,0.0,0,0.0,3,159.5,0.0,0.066666667,0.0,0.0,Nov,2,4,1,3,Returning_Visitor,False,0
0,0.0,0,0.0,2,76.0,0.0,0.05,0.0,0.6,Feb,3,2,3,3,Returning_Visitor,False,0
1,3.0,0,0.0,3,236.0,0.0,0.025,0.0,0.0,Mar,3,2,1,3,Returning_Visitor,True,0
-8,626.4535996318552,25,513.7793202521744,-140,-6397.508969371754,-0.16058675089972907,0.23850056517791277,75.14672619919722,-0.6539204765773657,Dec,9,14,10,21,New_Visitor,False,0
0,0.0,0,0.0,36,1287.958333,0.034259259,0.073333333,0.0,0.0,Dec,2,2,1,3,Returning_Visitor,False,0
0,0.0,0,0.0,128,2787.692619,0.003125,0.014175592,0.0,0.0,Jul,2,4,4,1,Returning_Visitor,False,0
-7,-463.3626986545406,25,511.4959468670022,-127,-4971.334618089047,-0.16692817630096635,-0.14702945659303618,73.92333354698437,0.825066792367356,Oct,9,14,10,21,Returning_Visitor,False,0
4,99.125,0,0.0,38,876.3,0.0,0.0175,0.0,0.0,Nov,4,1,7,3,Returning_Visitor,False,0
12,625.5686431540769,25,568.0580671972385,180,8231.695460886,0.21109618116426168,-0.11247454228654573,75.96570873052976,-0.562045429585692,Dec,9,14,10,21,Returning_Visitor,False,0
0,0.0,0,0.0,4,48.5,0.05,0.1,0.0,0.0,Dec,2,2,9,2,New_Visitor,False,0
15,-482.5553747258017,25,-498.11041509339117,182,7588.535402684026,-0.16800276872488665,-0.14895353336610967,-61.458181994732975,-0.6703709681952131,Mar,9,14,10,21,New_Visitor,False,0
0,0.0,0,0.0,11,281.9,0.02,0.04,0.0,0.0,Dec,1,8,1,6,Returning_Visitor,False,0
