sample_id,test_type,result_value,unit,run_date,operator_id,site_code,status
MLN-2026-00271,potency,181.2262,EU/mL,2025-04-23 12:00:00,R.Tanaka,MIL,failed
MLN-2026-00272,sterility,810.3052,mg/mL,2025-04-23 22:00:00,R.Tanaka,MIL,failed
MLN-2026-00273,sterility,135.0468,CFU/g,2025-04-24 08:00:00,R.Tanaka,MIL,pending
MLN-2026-00274,endotoxin,468.657,CFU/g,2025-04-24 18:00:00,J.Wong,MIL,passed
MLN-2026-00275,sterility,938.5789,EU/mL,2025-04-25 04:00:00,R.Tanaka,MIL,failed
MLN-2026-00276,potency,185.8402,EU/mL,2025-04-25 14:00:00,UNKNOWN,MIL,pending
MLN-2026-00277,pH,977.9936,EU/mL,2025-04-26 00:00:00,J.Wong,MIL,passed
MLN-2026-00278,pH,994.288,pass/fail,2025-04-26 10:00:00,J.Wong,MIL,failed
MLN-2026-00279,pH,555.6216,EU/mL,2025-04-26 20:00:00,R.Tanaka,MIL,passed
MLN-2026-00280,potency,170.151,pH,2025-04-27 06:00:00,A.Kumar,MIL,pending
MLN-2026-00281,pH,316.1117,mg/mL,2025-04-27 16:00:00,T.Smith,MIL,passed
MLN-2026-00282,endotoxin,424.4986,EU/mL,2025-04-28 02:00:00,A.Kumar,MIL,failed
MLN-2026-00283,potency,309.3311,pass/fail,2025-04-28 12:00:00,A.Kumar,MIL,passed
MLN-2026-00284,potency,280.6428,mg/mL,2025-04-28 22:00:00,J.Wong,MIL,pending
MLN-2026-00285,potency,972.23,CFU/g,2025-04-29 08:00:00,J.Wong,MIL,failed
MLN-2026-00286,sterility,153.3733,EU/mL,2025-04-29 18:00:00,J.Wong,MIL,failed
MLN-2026-00287,sterility,733.3306,mg/mL,2025-04-30 04:00:00,UNKNOWN,MIL,passed
MLN-2026-00288,sterility,0.4203,CFU/g,2025-04-30 00:00:00,UNKNOWN,MIL,failed
MLN-2026-00289,microbial_limit,596.1867,pass/fail,2025-01-05 00:00:00,T.Smith,MIL,passed
MLN-2026-00290,endotoxin,915.9438,pH,2025-01-05 10:00:00,J.Wong,MIL,pending
MLN-2026-00291,potency,287.9412,EU/mL,2025-01-05 20:00:00,R.Tanaka,MIL,pending
MLN-2026-00292,potency,185.5341,pH,2025-02-05 06:00:00,J.Wong,MIL,failed
MLN-2026-00293,sterility,651.6833,pass/fail,2025-02-05 16:00:00,UNKNOWN,MIL,passed
MLN-2026-00294,potency,712.6043,mg/mL,2025-03-05 02:00:00,J.Wong,MIL,passed
MLN-2026-00295,potency,688.0336,mg/mL,2025-03-05 12:00:00,UNKNOWN,MIL,failed
MLN-2026-00296,pH,319.3237,pass/fail,2025-03-05 22:00:00,J.Wong,MIL,failed
MLN-2026-00297,potency,,pass/fail,2025-04-05 08:00:00,R.Tanaka,MIL,passed
MLN-2026-00298,microbial_limit,955.9192,EU/mL,2025-04-05 18:00:00,T.Smith,MIL,passed
MLN-2026-00299,sterility,923.3003,CFU/g,2025-05-05 04:00:00,R.Tanaka,MIL,passed
MLN-2026-00300,endotoxin,457.322,pH,2025-05-05 14:00:00,UNKNOWN,MIL,pending
MLN-2026-00301,endotoxin,846.1954,pH,2025-06-05 00:00:00,A.Kumar,MIL,failed
MLN-2026-00302,pH,452.329,mg/mL,2025-06-05 10:00:00,R.Tanaka,MIL,pending
MLN-2026-00303,endotoxin,424.3948,mg/mL,2025-06-05 20:00:00,J.Wong,MIL,pending
MLN-2026-00304,endotoxin,156.7714,EU/mL,2025-07-05 06:00:00,T.Smith,MIL,failed
MLN-2026-00305,sterility,426.4118,pass/fail,2025-07-05 16:00:00,J.Wong,MIL,pending
MLN-2026-00306,sterility,537.4216,pH,2025-08-05 02:00:00,J.Wong,MIL,passed
MLN-2026-00307,microbial_limit,22.5141,EU/mL,2025-08-05 12:00:00,R.Tanaka,MIL,pending
MLN-2026-00308,pH,444.1186,mg/mL,2025-08-05 22:00:00,T.Smith,MIL,passed
MLN-2026-00309,endotoxin,781.3584,mg/mL,2025-09-05 08:00:00,A.Kumar,MIL,passed
MLN-2026-00310,microbial_limit,680.0493,pH,2025-09-05 18:00:00,J.Wong,MIL,failed
MLN-2026-00311,pH,635.1606,mg/mL,2025-10-05 04:00:00,T.Smith,MIL,passed
MLN-2026-00312,endotoxin,909.5563,mg/mL,2025-10-05 14:00:00,A.Kumar,MIL,pending
MLN-2026-00313,endotoxin,18.0418,CFU/g,2025-11-05 00:00:00,J.Wong,MIL,failed
MLN-2026-00314,sterility,557.052,pass/fail,2025-11-05 10:00:00,T.Smith,MIL,failed
MLN-2026-00315,potency,787.351,mg/mL,2025-11-05 20:00:00,R.Tanaka,MIL,passed
MLN-2026-00316,pH,541.34,CFU/g,2025-12-05 06:00:00,J.Wong,MIL,passed
MLN-2026-00317,endotoxin,323.9023,EU/mL,2025-12-05 16:00:00,J.Wong,MIL,failed
MLN-2026-00318,pH,136.2592,mg/mL,2025-05-13 00:00:00,T.Smith,MIL,failed
MLN-2026-00319,microbial_limit,887.5642,EU/mL,2025-05-13 12:00:00,J.Wong,MIL,failed
MLN-2026-00320,microbial_limit,470.7677,mg/mL,2025-05-13 22:00:00,A.Kumar,MIL,failed
MLN-2026-00321,potency,878.1164,pH,2025-05-14 08:00:00,J.Wong,MIL,pending
MLN-2026-00322,endotoxin,585.8563,CFU/g,2025-05-14 00:00:00,UNKNOWN,MIL,passed
MLN-2026-00323,sterility,674.1954,CFU/g,2025-05-15 04:00:00,A.Kumar,MIL,failed
MLN-2026-00324,endotoxin,804.2631,,2025-05-15 14:00:00,T.Smith,MIL,passed
MLN-2026-00325,pH,659.159,pass/fail,2025-05-16 00:00:00,A.Kumar,MIL,failed
MLN-2026-00326,microbial_limit,398.0609,CFU/g,2025-05-16 10:00:00,UNKNOWN,MIL,passed
MLN-2026-00327,pH,513.6382,EU/mL,2025-05-16 20:00:00,UNKNOWN,MIL,failed
MLN-2026-00328,potency,803.0475,CFU/g,2025-05-17 06:00:00,J.Wong,MIL,failed
MLN-2026-00329,microbial_limit,373.6566,pass/fail,2025-05-17 16:00:00,J.Wong,MIL,pending
MLN-2026-00330,sterility,388.1276,EU/mL,2025-05-18 00:00:00,R.Tanaka,MIL,failed
MLN-2026-00331,microbial_limit,95.6992,EU/mL,2025-05-18 12:00:00,A.Kumar,MIL,failed
MLN-2026-00332,endotoxin,914.5853,pH,2025-05-18 00:00:00,R.Tanaka,MIL,passed
MLN-2026-00333,endotoxin,91.0454,mg/mL,2025-05-19 08:00:00,UNKNOWN,MIL,failed
MLN-2026-00334,microbial_limit,648.2127,pH,2025-05-19 18:00:00,J.Wong,MIL,passed
MLN-2026-00335,potency,413.2003,mg/mL,2025-05-20 04:00:00,J.Wong,MIL,failed
MLN-2026-00336,endotoxin,405.6253,pH,2025-05-20 14:00:00,J.Wong,MIL,pending
MLN-2026-00337,endotoxin,679.555,mg/mL,2025-05-21 00:00:00,T.Smith,MIL,pending
MLN-2026-00338,sterility,67.1031,,2025-05-21 10:00:00,UNKNOWN,MIL,failed
MLN-2026-00339,microbial_limit,593.7098,EU/mL,2025-05-21 20:00:00,J.Wong,MIL,failed
MLN-2026-00340,endotoxin,772.0341,mg/mL,2025-05-22 06:00:00,UNKNOWN,MIL,failed
MLN-2026-00341,potency,828.2145,CFU/g,2025-05-22 16:00:00,J.Wong,MIL,passed
MLN-2026-00342,pH,170.5387,pass/fail,2025-05-23 02:00:00,A.Kumar,MIL,pending
MLN-2026-00343,microbial_limit,897.4201,pH,2025-05-23 12:00:00,UNKNOWN,MIL,passed
MLN-2026-00344,sterility,,pass/fail,2025-05-23 22:00:00,R.Tanaka,MIL,failed
MLN-2026-00345,endotoxin,881.856,CFU/g,2025-05-24 08:00:00,T.Smith,MIL,pending
MLN-2026-00346,potency,485.2859,pass/fail,2025-05-24 18:00:00,R.Tanaka,MIL,pending
MLN-2026-00347,microbial_limit,542.0379,pass/fail,2025-05-25 04:00:00,UNKNOWN,MIL,passed
MLN-2026-00348,potency,919.0391,CFU/g,2025-05-25 14:00:00,J.Wong,MIL,failed
MLN-2026-00349,potency,,EU/mL,2025-05-26 00:00:00,UNKNOWN,MIL,failed
MLN-2026-00350,sterility,448.1664,mg/mL,2025-05-26 10:00:00,T.Smith,MIL,passed
MLN-2026-00351,microbial_limit,274.4199,pH,2025-05-26 20:00:00,UNKNOWN,MIL,passed
MLN-2026-00352,endotoxin,393.1765,mg/mL,2025-05-27 06:00:00,J.Wong,MIL,passed
MLN-2026-00353,sterility,387.7705,pH,2025-05-27 16:00:00,R.Tanaka,MIL,failed
MLN-2026-00354,endotoxin,286.874,mg/mL,2025-05-28 02:00:00,A.Kumar,MIL,passed
MLN-2026-00355,pH,268.5869,pass/fail,2025-05-28 12:00:00,R.Tanaka,MIL,pending
MLN-2026-00356,potency,861.0643,EU/mL,2025-05-28 22:00:00,J.Wong,MIL,passed
MLN-2026-00357,pH,69.8712,pass/fail,2025-05-29 08:00:00,J.Wong,MIL,passed
MLN-2026-00358,potency,677.6144,EU/mL,2025-05-29 18:00:00,T.Smith,MIL,passed
MLN-2026-00359,sterility,172.8283,CFU/g,2025-05-30 04:00:00,UNKNOWN,MIL,passed
MLN-2026-00360,endotoxin,,pH,2025-05-30 14:00:00,UNKNOWN,MIL,passed
MLN-2026-00361,endotoxin,61.5524,pH,2025-05-31 00:00:00,R.Tanaka,MIL,pending
MLN-2026-00362,sterility,269.9809,CFU/g,2025-05-31 10:00:00,A.Kumar,MIL,passed
MLN-2026-00363,microbial_limit,768.4234,mg/mL,2025-05-31 20:00:00,A.Kumar,MIL,passed
MLN-2026-00364,pH,885.0165,CFU/g,2025-01-06 06:00:00,T.Smith,MIL,failed
MLN-2026-00365,pH,221.5349,CFU/g,2025-01-06 16:00:00,J.Wong,MIL,passed
MLN-2026-00366,endotoxin,463.5532,EU/mL,2025-02-06 02:00:00,T.Smith,MIL,passed
MLN-2026-00367,endotoxin,470.3293,CFU/g,2025-02-06 12:00:00,UNKNOWN,MIL,passed
MLN-2026-00368,endotoxin,873.5766,pH,2025-02-06 22:00:00,J.Wong,MIL,passed
MLN-2026-00369,sterility,762.8014,pass/fail,2025-03-06 08:00:00,T.Smith,MIL,passed
MLN-2026-00370,microbial_limit,513.0821,EU/mL,2025-03-06 18:00:00,R.Tanaka,MIL,failed
MLN-2026-00371,pH,670.7505,EU/mL,2025-04-06 04:00:00,UNKNOWN,MIL,passed
MLN-2026-00372,potency,847.3566,mg/mL,2025-04-06 14:00:00,A.Kumar,MIL,failed
MLN-2026-00373,sterility,9.5489,pass/fail,2025-05-06 00:00:00,T.Smith,MIL,failed
MLN-2026-00374,pH,402.896,EU/mL,2025-06-05 00:00:00,UNKNOWN,MIL,passed
MLN-2026-00375,microbial_limit,907.2441,CFU/g,2025-05-06 20:00:00,UNKNOWN,MIL,passed
MLN-2026-00376,sterility,740.3156,EU/mL,2025-06-06 06:00:00,A.Kumar,MIL,passed
MLN-2026-00377,pH,542.8459,EU/mL,2025-06-06 16:00:00,A.Kumar,MIL,passed
MLN-2026-00378,sterility,529.6492,EU/mL,2025-07-06 02:00:00,A.Kumar,MIL,pending
MLN-2026-00379,pH,347.7766,mg/mL,2025-07-06 12:00:00,T.Smith,MIL,pending
MLN-2026-00380,pH,520.5253,EU/mL,2025-07-06 22:00:00,A.Kumar,MIL,failed
MLN-2026-00381,microbial_limit,655.3866,EU/mL,2025-08-06 08:00:00,R.Tanaka,MIL,passed
MLN-2026-00382,potency,418.3689,mg/mL,2025-08-06 18:00:00,UNKNOWN,MIL,passed
MLN-2026-00383,microbial_limit,714.156,pass/fail,2025-09-06 04:00:00,A.Kumar,MIL,failed
MLN-2026-00384,pH,861.2336,pH,2025-09-06 14:00:00,UNKNOWN,MIL,pending
MLN-2026-00385,sterility,154.6933,mg/mL,2025-10-06 00:00:00,J.Wong,MIL,pending
MLN-2026-00386,microbial_limit,451.5525,mg/mL,2025-10-06 10:00:00,J.Wong,MIL,passed
MLN-2026-00387,potency,408.026,EU/mL,2025-10-06 20:00:00,A.Kumar,MIL,failed
MLN-2026-00388,pH,687.4679,EU/mL,2025-11-06 06:00:00,UNKNOWN,MIL,passed
MLN-2026-00389,microbial_limit,249.875,pH,2025-11-06 16:00:00,J.Wong,MIL,failed
MLN-2026-00390,microbial_limit,640.2545,EU/mL,2025-12-06 02:00:00,A.Kumar,MIL,pending
MLN-2026-00391,microbial_limit,,CFU/g,2025-12-06 12:00:00,UNKNOWN,MIL,failed
MLN-2026-00392,microbial_limit,418.1374,EU/mL,2025-12-06 22:00:00,A.Kumar,MIL,passed
MLN-2026-00393,sterility,911.0166,EU/mL,2025-06-13 00:00:00,UNKNOWN,MIL,pending
MLN-2026-00394,potency,993.1638,CFU/g,2025-06-13 18:00:00,J.Wong,MIL,failed
MLN-2026-00395,potency,106.101,pH,2025-06-14 00:00:00,A.Kumar,MIL,passed
MLN-2026-00396,pH,233.0609,CFU/g,2025-06-14 14:00:00,J.Wong,MIL,pending
MLN-2026-00397,endotoxin,950.3802,mg/mL,2025-06-15 00:00:00,A.Kumar,MIL,failed
MLN-2026-00398,sterility,958.3281,CFU/g,2025-06-15 10:00:00,T.Smith,MIL,failed
MLN-2026-00399,pH,97.7163,pass/fail,2025-06-15 20:00:00,J.Wong,MIL,passed
MLN-2026-00400,pH,15.0084,mg/mL,2025-06-16 06:00:00,J.Wong,MIL,passed
MLN-2026-00401,microbial_limit,161.1084,EU/mL,2025-06-16 16:00:00,R.Tanaka,MIL,failed
MLN-2026-00402,endotoxin,,mg/mL,2025-06-17 02:00:00,J.Wong,MIL,passed
MLN-2026-00403,endotoxin,180.0078,pH,2025-06-17 12:00:00,UNKNOWN,MIL,passed
MLN-2026-00404,sterility,502.5526,pH,2025-06-17 22:00:00,A.Kumar,MIL,passed
MLN-2026-00405,endotoxin,848.4192,CFU/g,2025-06-18 08:00:00,T.Smith,MIL,passed
MLN-2026-00406,pH,20.4114,mg/mL,2025-06-18 18:00:00,UNKNOWN,MIL,passed
MLN-2026-00407,endotoxin,604.4929,EU/mL,2025-06-19 04:00:00,UNKNOWN,MIL,passed
MLN-2026-00408,endotoxin,277.0327,pH,2025-06-19 14:00:00,UNKNOWN,MIL,passed
MLN-2026-00409,potency,862.3363,EU/mL,2025-06-20 00:00:00,UNKNOWN,MIL,passed
MLN-2026-00410,pH,283.4683,pass/fail,2025-06-20 10:00:00,T.Smith,MIL,failed
MLN-2026-00411,endotoxin,686.7589,pH,2025-06-20 20:00:00,R.Tanaka,MIL,failed
MLN-2026-00412,endotoxin,674.2229,CFU/g,2025-06-21 06:00:00,J.Wong,MIL,failed
MLN-2026-00413,microbial_limit,221.5013,pass/fail,2025-06-21 16:00:00,UNKNOWN,MIL,passed
MLN-2026-00414,endotoxin,34.8089,mg/mL,2025-06-22 02:00:00,J.Wong,MIL,failed
MLN-2026-00415,endotoxin,409.2555,EU/mL,2025-06-22 12:00:00,J.Wong,MIL,failed
MLN-2026-00416,potency,289.2003,pH,2025-06-22 22:00:00,UNKNOWN,MIL,passed
MLN-2026-00417,pH,808.9797,pass/fail,2025-06-23 08:00:00,R.Tanaka,MIL,passed
MLN-2026-00418,sterility,800.3662,pass/fail,2025-06-23 18:00:00,J.Wong,MIL,
MLN-2026-00419,pH,457.0294,pH,2025-06-24 04:00:00,A.Kumar,MIL,pending
MLN-2026-00420,microbial_limit,606.5162,mg/mL,2025-06-24 14:00:00,J.Wong,MIL,passed
MLN-2026-00421,pH,604.2635,mg/mL,2025-06-25 00:00:00,UNKNOWN,MIL,passed
MLN-2026-00422,endotoxin,827.1599,CFU/g,2025-06-25 10:00:00,T.Smith,MIL,passed
MLN-2026-00423,microbial_limit,425.0082,mg/mL,2025-06-25 20:00:00,J.Wong,MIL,failed
MLN-2026-00424,pH,275.4539,CFU/g,2025-06-26 06:00:00,R.Tanaka,MIL,failed
MLN-2026-00425,microbial_limit,265.0423,pass/fail,2025-06-26 16:00:00,A.Kumar,MIL,failed
MLN-2026-00426,sterility,536.1969,pH,2025-06-27 02:00:00,A.Kumar,MIL,passed
MLN-2026-00427,pH,449.1537,mg/mL,2025-06-27 12:00:00,T.Smith,MIL,passed
MLN-2026-00428,endotoxin,440.1264,CFU/g,2025-06-27 22:00:00,T.Smith,MIL,failed
MLN-2026-00429,microbial_limit,91.1464,pass/fail,2025-06-28 08:00:00,J.Wong,MIL,passed
MLN-2026-00430,potency,718.6066,mg/mL,2025-06-28 18:00:00,UNKNOWN,MIL,pending
MLN-2026-00431,microbial_limit,213.7446,EU/mL,2025-06-29 04:00:00,R.Tanaka,MIL,passed
MLN-2026-00432,potency,196.9617,pass/fail,2025-06-29 14:00:00,A.Kumar,MIL,passed
MLN-2026-00433,endotoxin,,mg/mL,2025-06-30 00:00:00,T.Smith,MIL,passed
MLN-2026-00434,sterility,227.7861,pass/fail,2025-06-30 00:00:00,R.Tanaka,MIL,pending
MLN-2026-00435,potency,583.8624,pH,2025-06-30 20:00:00,UNKNOWN,MIL,passed
MLN-2026-00436,sterility,371.4696,pH,2025-01-07 06:00:00,A.Kumar,MIL,failed
MLN-2026-00437,microbial_limit,448.9172,pH,2025-01-07 16:00:00,A.Kumar,MIL,failed
MLN-2026-00438,endotoxin,537.1739,,2025-02-07 02:00:00,UNKNOWN,MIL,passed
MLN-2026-00439,potency,203.5435,pH,2025-02-07 12:00:00,A.Kumar,MIL,pending
MLN-2026-00440,microbial_limit,155.7601,EU/mL,2025-02-07 22:00:00,UNKNOWN,MIL,pending
MLN-2026-00441,pH,880.4231,pH,2025-03-07 08:00:00,A.Kumar,MIL,passed
MLN-2026-00442,microbial_limit,433.7294,pass/fail,2025-07-03 00:00:00,J.Wong,MIL,passed
MLN-2026-00443,sterility,412.0995,mg/mL,2025-04-07 04:00:00,UNKNOWN,MIL,passed
MLN-2026-00444,endotoxin,35.6218,mg/mL,2025-04-07 14:00:00,R.Tanaka,MIL,failed
MLN-2026-00445,endotoxin,497.9813,pH,2025-05-07 00:00:00,J.Wong,MIL,passed
MLN-2026-00446,microbial_limit,554.1742,mg/mL,2025-05-07 10:00:00,R.Tanaka,MIL,failed
MLN-2026-00447,pH,558.8453,pH,2025-05-07 20:00:00,A.Kumar,MIL,pending
MLN-2026-00448,sterility,707.0341,pH,2025-06-07 06:00:00,R.Tanaka,MIL,passed
MLN-2026-00449,microbial_limit,177.4901,CFU/g,2025-06-07 16:00:00,J.Wong,MIL,passed
MLN-2026-00450,microbial_limit,252.2306,CFU/g,2025-07-07 02:00:00,UNKNOWN,MIL,failed
MLN-2026-00451,endotoxin,810.7324,CFU/g,2025-07-07 00:00:00,T.Smith,MIL,pending
MLN-2026-00452,sterility,947.1711,EU/mL,2025-07-07 22:00:00,R.Tanaka,MIL,failed
MLN-2026-00453,pH,135.9414,CFU/g,2025-08-07 08:00:00,T.Smith,MIL,failed
MLN-2026-00454,endotoxin,497.6546,pH,2025-08-07 18:00:00,R.Tanaka,MIL,failed
MLN-2026-00455,microbial_limit,214.1841,pass/fail,2025-09-07 04:00:00,R.Tanaka,MIL,pending
MLN-2026-00456,endotoxin,60.0826,CFU/g,2025-09-07 14:00:00,UNKNOWN,MIL,failed
MLN-2026-00457,endotoxin,325.5101,CFU/g,2025-10-07 00:00:00,A.Kumar,MIL,pending
MLN-2026-00458,potency,143.6962,pass/fail,2025-10-07 10:00:00,J.Wong,MIL,failed
MLN-2026-00459,endotoxin,709.936,pH,2025-10-07 20:00:00,J.Wong,MIL,passed
MLN-2026-00460,endotoxin,,EU/mL,2025-11-07 06:00:00,J.Wong,MIL,passed
MLN-2026-00461,sterility,143.843,CFU/g,2025-11-07 16:00:00,A.Kumar,MIL,passed
MLN-2026-00462,endotoxin,9.2515,pass/fail,2025-12-07 02:00:00,T.Smith,MIL,pending
MLN-2026-00463,pH,808.159,pH,2025-12-07 12:00:00,J.Wong,MIL,pending
MLN-2026-00464,microbial_limit,176.2026,mg/mL,2025-07-12 00:00:00,T.Smith,MIL,passed
MLN-2026-00465,sterility,606.2206,EU/mL,2025-07-13 08:00:00,A.Kumar,MIL,
MLN-2026-00466,endotoxin,336.9285,pass/fail,2025-07-13 18:00:00,A.Kumar,MIL,passed
MLN-2026-00467,pH,585.4901,pass/fail,2025-07-14 04:00:00,UNKNOWN,MIL,failed
MLN-2026-00468,microbial_limit,315.6605,pass/fail,2025-07-14 14:00:00,J.Wong,MIL,failed
MLN-2026-00469,sterility,86.9487,CFU/g,2025-07-15 00:00:00,UNKNOWN,MIL,failed
MLN-2026-00470,pH,222.9578,mg/mL,2025-07-15 10:00:00,J.Wong,MIL,passed
MLN-2026-00471,endotoxin,188.0667,EU/mL,2025-07-15 20:00:00,A.Kumar,MIL,passed
MLN-2026-00472,potency,428.0251,pH,2025-07-16 06:00:00,A.Kumar,MIL,failed
MLN-2026-00473,potency,658.2872,pH,2025-07-16 16:00:00,R.Tanaka,MIL,passed
MLN-2026-00474,sterility,263.8134,mg/mL,2025-07-17 02:00:00,R.Tanaka,MIL,failed
MLN-2026-00475,pH,12.0798,pass/fail,2025-07-17 00:00:00,A.Kumar,MIL,pending
MLN-2026-00476,microbial_limit,518.9422,pass/fail,2025-07-17 00:00:00,A.Kumar,MIL,passed
MLN-2026-00477,pH,605.7634,pass/fail,2025-07-18 08:00:00,T.Smith,MIL,failed
MLN-2026-00478,potency,962.8709,pass/fail,2025-07-18 18:00:00,T.Smith,MIL,failed
MLN-2026-00479,sterility,589.4749,pass/fail,2025-07-19 04:00:00,UNKNOWN,MIL,failed
MLN-2026-00480,endotoxin,471.1778,mg/mL,2025-07-19 14:00:00,R.Tanaka,MIL,pending
MLN-2026-00481,pH,573.4059,CFU/g,2025-07-20 00:00:00,R.Tanaka,MIL,pending
MLN-2026-00482,potency,927.9014,EU/mL,2025-07-20 10:00:00,A.Kumar,MIL,pending
MLN-2026-00483,microbial_limit,828.3799,pass/fail,2025-07-20 20:00:00,A.Kumar,MIL,failed
MLN-2026-00484,sterility,322.9855,CFU/g,2025-07-21 06:00:00,UNKNOWN,MIL,pending
MLN-2026-00485,endotoxin,237.262,pH,2025-07-21 00:00:00,R.Tanaka,MIL,pending
MLN-2026-00486,pH,262.641,mg/mL,2025-07-22 02:00:00,T.Smith,MIL,pending
MLN-2026-00487,microbial_limit,504.426,,2025-07-22 12:00:00,J.Wong,MIL,passed
MLN-2026-00488,endotoxin,744.052,pass/fail,2025-07-22 22:00:00,UNKNOWN,MIL,pending
MLN-2026-00489,potency,503.2242,pass/fail,2025-07-23 08:00:00,J.Wong,MIL,failed
MLN-2026-00490,potency,67.8057,pass/fail,2025-07-23 18:00:00,T.Smith,MIL,failed
MLN-2026-00491,microbial_limit,723.5835,CFU/g,2025-07-24 04:00:00,T.Smith,MIL,passed
MLN-2026-00492,potency,805.9721,pass/fail,2025-07-24 14:00:00,J.Wong,MIL,passed
MLN-2026-00493,sterility,,CFU/g,2025-07-25 00:00:00,UNKNOWN,MIL,pending
MLN-2026-00494,microbial_limit,664.1291,pass/fail,2025-07-25 10:00:00,J.Wong,MIL,failed
MLN-2026-00495,potency,426.5976,pH,2025-07-25 20:00:00,UNKNOWN,MIL,failed
MLN-2026-00496,pH,889.1205,pH,2025-07-26 06:00:00,UNKNOWN,MIL,passed
MLN-2026-00497,potency,845.2271,EU/mL,2025-07-26 16:00:00,A.Kumar,MIL,passed
MLN-2026-00498,sterility,525.4367,pass/fail,2025-07-27 02:00:00,R.Tanaka,MIL,failed
MLN-2026-00499,endotoxin,691.5086,pass/fail,2025-07-27 12:00:00,R.Tanaka,MIL,failed
MLN-2026-00500,endotoxin,883.3509,,2025-07-27 22:00:00,T.Smith,MIL,failed
MLN-2026-00501,potency,495.7221,CFU/g,2025-07-28 08:00:00,A.Kumar,MIL,failed
MLN-2026-00502,endotoxin,313.2576,pass/fail,2025-07-28 18:00:00,R.Tanaka,MIL,failed
MLN-2026-00503,potency,753.6686,EU/mL,2025-07-29 04:00:00,UNKNOWN,MIL,passed
MLN-2026-00504,sterility,220.0741,pass/fail,2025-07-29 14:00:00,UNKNOWN,MIL,passed
MLN-2026-00505,endotoxin,388.5373,CFU/g,2025-07-30 00:00:00,J.Wong,MIL,failed
MLN-2026-00506,pH,865.7286,pass/fail,2025-07-30 10:00:00,J.Wong,MIL,failed
MLN-2026-00507,potency,724.4251,CFU/g,2025-07-30 00:00:00,UNKNOWN,MIL,failed
MLN-2026-00508,endotoxin,403.817,pass/fail,2025-07-31 06:00:00,UNKNOWN,MIL,pending
MLN-2026-00509,sterility,214.7524,mg/mL,2025-07-31 16:00:00,J.Wong,MIL,failed
MLN-2026-00510,sterility,355.9748,CFU/g,2025-01-08 02:00:00,R.Tanaka,MIL,failed
MLN-2026-00511,pH,284.1113,EU/mL,2025-01-08 12:00:00,T.Smith,MIL,failed
MLN-2026-00512,sterility,176.0975,mg/mL,2025-01-08 22:00:00,J.Wong,MIL,failed
MLN-2026-00513,sterility,743.3355,pass/fail,2025-02-08 08:00:00,R.Tanaka,MIL,failed
MLN-2026-00514,endotoxin,,CFU/g,2025-02-08 18:00:00,R.Tanaka,MIL,failed
MLN-2026-00515,potency,454.1729,mg/mL,2025-03-08 04:00:00,R.Tanaka,MIL,passed
MLN-2026-00516,microbial_limit,385.8656,EU/mL,2025-03-08 14:00:00,A.Kumar,MIL,passed
MLN-2026-00517,sterility,982.0776,CFU/g,2025-04-08 00:00:00,A.Kumar,MIL,pending
MLN-2026-00518,sterility,391.0983,mg/mL,2025-04-08 10:00:00,R.Tanaka,MIL,failed
MLN-2026-00519,microbial_limit,79.9917,mg/mL,2025-04-08 20:00:00,UNKNOWN,MIL,failed
MLN-2026-00520,sterility,89.8349,mg/mL,2025-05-08 06:00:00,A.Kumar,MIL,passed
MLN-2026-00521,endotoxin,,pH,2025-05-08 16:00:00,J.Wong,MIL,passed
MLN-2026-00522,endotoxin,,pass/fail,2025-06-08 02:00:00,A.Kumar,MIL,passed
MLN-2026-00523,microbial_limit,418.7648,CFU/g,2025-08-06 00:00:00,UNKNOWN,MIL,passed
MLN-2026-00524,sterility,431.8494,CFU/g,2025-06-08 22:00:00,T.Smith,MIL,failed
MLN-2026-00525,sterility,53.942,CFU/g,2025-07-08 08:00:00,A.Kumar,MIL,failed
MLN-2026-00526,potency,516.5513,mg/mL,2025-07-08 18:00:00,R.Tanaka,MIL,pending
MLN-2026-00527,sterility,504.7444,pass/fail,2025-08-08 04:00:00,R.Tanaka,MIL,pending
MLN-2026-00528,endotoxin,149.5578,EU/mL,2025-08-08 14:00:00,R.Tanaka,MIL,pending
MLN-2026-00529,pH,103.8483,CFU/g,2025-09-08 00:00:00,T.Smith,MIL,passed
MLN-2026-00530,pH,123.5813,pass/fail,2025-09-08 10:00:00,UNKNOWN,MIL,failed
MLN-2026-00531,pH,101.0372,pass/fail,2025-09-08 20:00:00,J.Wong,MIL,passed
MLN-2026-00532,pH,609.7121,pH,2025-10-08 06:00:00,UNKNOWN,MIL,pending
MLN-2026-00533,sterility,196.4907,CFU/g,2025-08-10 00:00:00,T.Smith,MIL,failed
MLN-2026-00534,sterility,251.4376,mg/mL,2025-11-08 02:00:00,R.Tanaka,MIL,failed
MLN-2026-00535,potency,173.5804,pass/fail,2025-11-08 12:00:00,UNKNOWN,MIL,passed
MLN-2026-00536,sterility,957.8357,pass/fail,2025-11-08 22:00:00,J.Wong,MIL,passed
MLN-2026-00537,pH,854.6189,EU/mL,2025-12-08 08:00:00,R.Tanaka,MIL,pending
MLN-2026-00538,microbial_limit,230.5025,pH,2025-12-08 18:00:00,J.Wong,MIL,passed
MLN-2026-00539,microbial_limit,327.573,pass/fail,2025-08-13 04:00:00,A.Kumar,MIL,failed
